Version: 1	Number of symbols: 3	Pictures exchange: true	Response Deadline: 2000
Trial_No	Virt_Trial_No	Prob_Shown	Feedback	RT	Stimulus_No	Resp	SymbolA_Stage	SymbolB_Stage	SymbolC_Stage	Prob_A	Prob_B	Prob_C	Jitter	StimOnset	RespOnset	Symbol_Changes	Bonus_sum
   1	   1	  30	   4	1161	   1	   2	   1	   0	   0	  30	  70	  50	 698	2099	3260	   0	   0	
   2	   2	  50	   4	 692	   3	   2	   1	   0	   1	  30	  70	  50	 496	5048	5740	   0	   0	
   3	   3	  30	   4	 540	   1	   2	   2	   0	   1	  30	  70	  50	 626	7664	8204	   0	   0	
   4	   4	  50	   3	 463	   3	   2	   2	   0	   2	  30	  70	  50	 509	10013	10476	   0	   0	
   5	   5	  70	   3	1313	   2	   2	   2	   1	   2	  30	  70	  50	 585	12379	13692	   0	   0	
   6	   6	  30	   4	1914	   1	   2	   3	   1	   2	  30	  70	  50	 374	15378	17292	   0	   0	
   7	   7	  50	   4	 400	   3	   2	   3	   1	   3	  30	  70	  50	 672	19276	19676	   0	   0	
   8	   8	  70	   1	 370	   2	   1	   3	   2	   3	  30	  70	  50	 652	21642	22012	   0	  10	
   9	   9	  50	   4	1089	   3	   2	   3	   2	   4	  30	  70	  50	 321	23642	24731	   0	  10	
  10	  10	  30	   3	 678	   1	   2	   4	   2	   4	  30	  70	  50	 312	26341	27019	   0	  10	
  11	  11	  50	   3	 509	   3	   2	   4	   2	   5	  30	  70	  50	 671	29006	29515	   0	  10	
  12	  12	  70	   1	 384	   2	   1	   4	   3	   5	  30	  70	  50	 516	31339	31723	   0	  20	
  13	  13	  50	   4	 374	   3	   2	   4	   3	   6	  30	  70	  50	 595	33621	33995	   0	  20	
  14	  14	  70	   2	 378	   2	   1	   4	   4	   6	  30	  70	  50	 614	35921	36299	   0	  10	
  15	  15	  50	   3	 541	   3	   2	   4	   4	   7	  30	  70	  50	 680	38270	38811	   0	  10	
  16	  16	  30	   3	 407	   1	   2	   5	   4	   7	  30	  70	  50	 329	40436	40843	   0	  10	
  17	  17	  70	   2	 379	   2	   1	   5	   5	   7	  30	  70	  50	 604	42752	43131	   0	   0	
  18	  18	  50	   3	 638	   3	   2	   5	   5	   8	  30	  70	  50	 675	45117	45755	   0	   0	
  19	  19	  70	   1	 660	   2	   1	   5	   6	   8	  30	  70	  50	 306	47367	48027	   0	  10	
  20	  20	  30	   4	 488	   1	   2	   6	   6	   8	  30	  70	  50	 350	49683	50171	   0	  10	
  21	  21	  50	   4	 459	   3	   2	   6	   6	   9	  30	  70	  50	 546	52032	52491	   0	  10	
  22	  22	  30	   4	 705	   1	   2	   7	   6	   9	  30	  70	  50	 508	54298	55003	   0	  10	
  23	  23	  50	   3	 536	   3	   2	   7	   6	  10	  30	  70	  50	 655	56963	57499	   0	  10	
  24	  24	  30	   4	 538	   1	   2	   8	   6	  10	  30	  70	  50	 526	59329	59867	   0	  10	
  25	  25	  70	   1	 415	   2	   1	   8	   7	  10	  30	  70	  50	 463	61628	62043	   0	  20	
  26	  26	  50	   3	 483	   3	   2	   8	   7	  11	  30	  70	  50	 566	63928	64411	   0	  20	
  27	  27	  30	   4	 450	   1	   2	   9	   7	  11	  30	  70	  50	 660	66377	66827	   0	  20	
