Version: 1	Number of symbols: 3	Pictures exchange: true	Response Deadline: 2000
Trial_No	Virt_Trial_No	Prob_Shown	Feedback	RT	Stimulus_No	Resp	SymbolA_Stage	SymbolB_Stage	SymbolC_Stage	Prob_A	Prob_B	Prob_C	Jitter	StimOnset	RespOnset	Symbol_Changes	Bonus_sum
NaN	   1	  30	NaN	NaN	   1	   3	   0	   0	   0	  30	  70	  50	 562	   0	NaN	   0	   0	
   1	   2	  50	   2	 665	   3	   1	   0	   0	   1	  30	  70	  50	 541	5567	6232	   0	 -10	
   2	   3	  30	   2	 671	   1	   1	   1	   0	   1	  30	  70	  50	 639	8185	8856	   0	 -20	
   3	   4	  50	   1	 516	   3	   1	   1	   0	   2	  30	  70	  50	 685	10852	11368	   0	 -10	
   4	   5	  70	   1	 804	   2	   1	   1	   1	   2	  30	  70	  50	 538	13220	14024	   0	   0	
   5	   6	  30	   2	 856	   1	   1	   2	   1	   2	  30	  70	  50	 579	15904	16760	   0	 -10	
   6	   7	  50	   2	 693	   3	   1	   2	   1	   3	  30	  70	  50	 698	18771	19464	   0	 -20	
   7	   8	  70	   1	 771	   2	   1	   2	   2	   3	  30	  70	  50	 416	21189	21960	   0	 -10	
   8	   9	  50	   4	 495	   3	   2	   2	   2	   4	  30	  70	  50	 418	23689	24184	   0	 -10	
   9	  10	  30	   4	 335	   1	   2	   3	   2	   4	  30	  70	  50	 577	26057	26392	   0	 -10	
  10	  11	  50	   3	 813	   3	   2	   3	   2	   5	  30	  70	  50	 407	28107	28920	   0	 -10	
  11	  12	  70	   1	 807	   2	   1	   3	   3	   5	  30	  70	  50	 387	30625	31432	   0	   0	
  12	  13	  50	   4	 344	   3	   2	   3	   3	   6	  30	  70	  50	 646	33376	33720	   0	   0	
  13	  14	  70	   2	 687	   2	   1	   3	   4	   6	  30	  70	  50	 551	35576	36263	   0	 -10	
  14	  15	  50	   3	 421	   3	   2	   3	   4	   7	  30	  70	  50	 615	38194	38615	   0	 -10	
  15	  16	  30	   3	 418	   1	   2	   4	   4	   7	  30	  70	  50	 335	40261	40679	   0	 -10	
  16	  17	  70	   2	 547	   2	   1	   4	   5	   7	  30	  70	  50	 634	42628	43175	   0	 -20	
  17	  18	  50	   3	 659	   3	   2	   4	   5	   8	  30	  70	  50	 526	45012	45671	   0	 -20	
  18	  19	  70	   3	 298	   2	   2	   4	   6	   8	  30	  70	  50	 646	47613	47911	   0	 -20	
  19	  20	  30	   3	 653	   1	   2	   5	   6	   8	  30	  70	  50	 306	49530	50183	   0	 -20	
  20	  21	  50	   4	 596	   3	   2	   5	   6	   9	  30	  70	  50	 639	52131	52727	   0	 -20	
  21	  22	  30	   4	 517	   1	   2	   6	   6	   9	  30	  70	  50	 452	54498	55015	   0	 -20	
  22	  23	  50	   3	 521	   3	   2	   6	   6	  10	  30	  70	  50	 450	56782	57303	   0	 -20	
  23	  24	  30	   4	 511	   1	   2	   7	   6	  10	  30	  70	  50	 399	59016	59527	   0	 -20	
  24	  25	  70	   3	1182	   2	   2	   7	   7	  10	  30	  70	  50	 593	61417	62599	   0	 -20	
  25	  26	  50	   3	 406	   3	   2	   7	   7	  11	  30	  70	  50	 481	64401	64807	   0	 -20	
