Version: 1	Number of symbols: 3	Pictures exchange: true	Response Deadline: 2000
Trial_No	Virt_Trial_No	Prob_Shown	Feedback	RT	Stimulus_No	Resp	SymbolA_Stage	SymbolB_Stage	SymbolC_Stage	Prob_A	Prob_B	Prob_C	Jitter	StimOnset	RespOnset	Symbol_Changes	Bonus_sum
NaN	   1	  30	NaN	NaN	   1	   3	   0	   0	   0	  30	  70	  50	 353	   0	NaN	   0	   0	
   1	   2	  50	   4	1406	   3	   2	   0	   0	   1	  30	  70	  50	 435	5240	6646	   0	   0	
NaN	   3	  30	NaN	NaN	   1	   3	   0	   0	   1	  30	  70	  50	 430	5240	NaN	   0	   0	
   2	   4	  50	   1	 439	   3	   1	   0	   0	   2	  30	  70	  50	 542	12191	12630	   0	  10	
   3	   5	  70	   1	 510	   2	   1	   0	   1	   2	  30	  70	  50	 591	14520	15030	   0	  20	
   4	   6	  30	   2	 612	   1	   1	   1	   1	   2	  30	  70	  50	 571	16898	17510	   0	  10	
   5	   7	  50	   2	 533	   3	   1	   1	   1	   3	  30	  70	  50	 578	19409	19942	   0	   0	
   6	   8	  70	   1	 705	   2	   1	   1	   2	   3	  30	  70	  50	 390	21637	22342	   0	  10	
   7	   9	  50	   4	 525	   3	   2	   1	   2	   4	  30	  70	  50	 616	24265	24790	   0	  10	
   8	  10	  30	   2	 588	   1	   1	   2	   2	   4	  30	  70	  50	 317	26410	26998	   0	   0	
   9	  11	  50	   1	 635	   3	   1	   2	   2	   5	  30	  70	  50	 670	28971	29606	   0	  10	
  10	  12	  70	   3	 734	   2	   2	   2	   3	   5	  30	  70	  50	 514	31432	32166	   0	  10	
  11	  13	  50	   2	 531	   3	   1	   2	   3	   6	  30	  70	  50	 342	33827	34358	   0	   0	
  12	  14	  70	   2	 511	   2	   1	   2	   4	   6	  30	  70	  50	 363	36039	36550	   0	 -10	
  13	  15	  50	   3	 825	   3	   2	   2	   4	   7	  30	  70	  50	 458	38317	39142	   0	 -10	
  14	  16	  30	   2	 603	   1	   1	   3	   4	   7	  30	  70	  50	 373	40811	41414	   0	 -20	
  15	  17	  70	   4	 786	   2	   2	   3	   5	   7	  30	  70	  50	 430	43156	43942	   0	 -20	
  16	  18	  50	   1	 443	   3	   1	   3	   5	   8	  30	  70	  50	 609	45850	46293	   0	 -10	
  17	  19	  70	   1	 440	   2	   1	   3	   6	   8	  30	  70	  50	 434	48029	48469	   0	   0	
  18	  20	  30	   3	 650	   1	   2	   4	   6	   8	  30	  70	  50	 323	50091	50741	   0	   0	
  19	  21	  50	   2	 388	   3	   1	   4	   6	   9	  30	  70	  50	 322	52369	52757	   0	 -10	
  20	  22	  30	   1	 621	   1	   1	   5	   6	   9	  30	  70	  50	 595	54664	55285	   0	   0	
  21	  23	  50	   1	 549	   3	   1	   5	   6	  10	  30	  70	  50	 393	56992	57541	   0	  10	
  22	  24	  30	   4	 618	   1	   2	   6	   6	  10	  30	  70	  50	 535	59387	60005	   0	  10	
  23	  25	  70	   1	 356	   2	   1	   6	   7	  10	  30	  70	  50	 333	61649	62005	   0	  20	
  24	  26	  50	   1	 576	   3	   1	   6	   7	  11	  30	  70	  50	 573	63877	64453	   0	  30	
  25	  27	  30	   4	 637	   1	   2	   7	   7	  11	  30	  70	  50	 308	66056	66693	   0	  30	
  26	  28	  50	   2	 390	   3	   1	   7	   7	  12	  30	  70	  50	 364	68367	68757	   0	  20	
  27	  29	  70	   1	 650	   2	   1	   7	   8	  12	  30	  70	  50	 319	70379	71029	   0	  30	
  28	  30	  50	   1	 529	   3	   1	   7	   8	  13	  30	  70	  50	 364	72708	73237	   0	  40	
  29	  31	  70	   3	 521	   2	   2	   7	   9	  13	  30	  70	  50	 506	75052	75573	   0	  40	
  30	  32	  50	   1	 379	   3	   1	   7	   9	  14	  30	  70	  50	 647	77530	77909	   0	  50	
  31	  33	  30	   2	 521	   1	   1	   8	   9	  14	  30	  70	  50	 436	79676	80197	   0	  40	
  32	  34	  70	   2	 500	   2	   1	   8	  10	  14	  30	  70	  50	 414	81921	82421	   0	  30	
  33	  35	  30	   2	 617	   1	   1	   9	  10	  14	  30	  70	  50	 602	84332	84949	   0	  20	
  34	  36	  70	   1	 439	   2	   1	   9	  11	  14	  30	  70	  50	 668	86926	87365	   0	  30	
  35	  37	  50	   2	 399	   3	   1	   9	  11	  15	  30	  70	  50	 590	89254	89653	   0	  20	
  36	  38	  30	   3	 533	   1	   2	  10	  11	  15	  30	  70	  50	 663	91632	92165	   0	  20	
  37	  39	  70	   2	 411	   2	   1	  10	  12	  15	  30	  70	  50	 531	94010	94421	   0	  10	
  38	  40	  30	   2	 437	   1	   1	  11	  12	  15	  30	  70	  50	 558	96272	96709	   0	   0	
  39	  41	  50	   1	 380	   3	   1	  11	  12	  16	  30	  70	  50	 587	98600	98980	   0	  10	
  40	  42	  70	   3	 467	   2	   2	  11	  13	  16	  30	  70	  50	 678	100978	101445	   0	  10	
  41	  43	  30	   1	 317	   1	   1	  12	  13	  16	  30	  70	  50	 443	103207	103524	   0	  20	
  42	  44	  70	   1	 374	   2	   1	  12	  14	  16	  30	  70	  50	 668	105502	105876	   0	  30	
  43	  45	  50	   2	 323	   3	   1	  12	  14	  17	  30	  70	  50	 523	107697	108020	   0	  20	
  44	  46	  30	   2	 386	   1	   1	  13	  14	  17	  30	  70	  50	 525	109842	110228	   0	  10	
  45	  47	  70	   1	 477	   2	   1	  13	  15	  17	  30	  70	  50	 538	112071	112548	   0	  20	
  46	  48	  30	   4	 377	   1	   2	  14	  15	  17	  30	  70	  50	 431	114299	114676	   0	  20	
  47	  49	  70	   2	 328	   2	   1	  14	  16	  17	  30	  70	  50	 459	116428	116756	   0	  10	
  48	  50	  30	   4	 340	   1	   2	  15	  16	  17	  30	  70	  50	 584	118656	118996	   0	  10	
  49	  51	  70	   1	 565	   2	   1	  15	  17	  17	  30	  70	  50	 430	120735	121300	   0	  20	
  50	  52	  30	   1	 518	   1	   1	  16	  17	  17	  30	  70	  50	 652	123262	123780	   0	  30	
  51	  53	  70	   3	 327	   2	   2	  16	  18	  17	  30	  70	  50	 660	125757	126084	   0	  30	
  52	  54	  30	   4	 622	   1	   2	  17	  18	  17	  30	  70	  50	 310	127686	128308	   0	  30	
  53	  55	  70	   2	 423	   2	   1	  17	  19	  17	  30	  70	  50	 366	129981	130404	   0	  20	
  54	  56	  50	   2	 438	   3	   1	  17	  19	  18	  30	  70	  50	 399	132110	132548	   0	  10	
  55	  57	  30	   2	 354	   1	   1	  18	  19	  18	  30	  70	  50	 488	134338	134692	   0	   0	
  56	  58	  70	   1	 370	   2	   1	  18	  20	  18	  30	  70	  50	 452	136450	136820	   0	  10	
  57	  59	  50	   1	 463	   3	   1	  18	  20	  19	  30	  70	  50	 528	138645	139108	   0	  20	
  58	  60	  30	   1	 416	   1	   1	  19	  20	  19	  30	  70	  50	 309	140724	141140	   0	  30	
  59	  61	  50	   4	 254	   3	   2	  19	  20	  20	  30	  70	  50	 455	142902	143156	   0	  30	
  60	  62	  70	   3	 513	   2	   2	  19	  21	  20	  30	  70	  50	 458	144915	145428	   0	  30	
  61	  63	  50	   4	 327	   3	   2	  19	  21	  21	  30	  70	  50	 549	147309	147636	   0	  30	
  62	  64	  70	   2	 329	   2	   1	  19	  22	  21	  30	  70	  50	 395	149338	149667	   0	  20	
  63	  65	  50	   1	 289	   3	   1	  19	  22	  22	  30	  70	  50	 680	151666	151955	   0	  30	
  64	  66	  30	   4	 302	   1	   2	  20	  22	  22	  30	  70	  50	 589	153845	154147	   0	  30	
  65	  67	  70	   1	 489	   2	   1	  20	  23	  22	  30	  70	  50	 633	156090	156579	   0	  40	
  66	  68	  30	   4	 350	   1	   2	  21	  23	  22	  30	  70	  50	 624	158501	158851	   0	  40	
  67	  69	  50	   4	 379	   3	   2	  21	  23	  23	  30	  70	  50	 544	160696	161075	   0	  40	
  68	  70	  70	   1	 293	   2	   1	  21	  24	  23	  30	  70	  50	 564	162958	163251	   0	  50	
  69	  71	  50	   2	 413	   3	   1	  21	  24	  24	  30	  70	  50	 313	164870	165283	   0	  40	
  70	  72	  70	   1	 362	   2	   1	  21	  25	  24	  30	  70	  50	 451	167049	167411	   0	  50	
  71	  73	  50	   3	 293	   3	   2	  21	  25	  25	  30	  70	  50	 553	169294	169587	   0	  50	
  72	  74	  70	   2	 498	   2	   1	  21	  26	  25	  30	  70	  50	 608	171489	171987	   0	  40	
  73	  75	  50	   4	 367	   3	   2	  21	  26	  26	  30	  70	  50	 363	173668	174035	   0	  40	
  74	  76	  70	   1	 482	   2	   1	  21	  27	  26	  30	  70	  50	 352	175697	176179	   0	  50	
  75	  77	  50	   1	 373	   3	   1	  21	  27	  27	  30	  70	  50	 690	178174	178547	   0	  60	
  76	  78	  70	   3	 353	   2	   2	  21	  28	  27	  30	  70	  50	 532	180386	180739	   0	  60	
  77	  79	  50	   1	 493	   3	   1	  21	  28	  28	  30	  70	  50	 555	182598	183091	   0	  70	
  78	  80	  30	   3	 514	   1	   2	  22	  28	  28	  30	  70	  50	 625	185009	185523	   0	  70	
  79	  81	  70	   2	 612	   2	   1	  22	  29	  28	  30	  70	  50	 653	187487	188099	   0	  60	
  80	  82	  30	   2	 488	   1	   1	  23	  29	  28	  30	  70	  50	 499	189915	190403	   0	  50	
  81	  83	  50	   2	 505	   3	   1	  23	  29	  29	  30	  70	  50	 697	192426	192931	   0	  40	
  82	  84	  30	   2	 468	   1	   1	  24	  29	  29	  30	  70	  50	 416	194655	195123	   0	  30	
  83	  85	  70	   1	 364	   2	   1	  24	  30	  29	  30	  70	  50	 549	196983	197347	   0	  40	
  84	  86	  50	   1	 718	   3	   1	  24	  30	  30	  30	  70	  50	 394	199045	199763	   0	  50	
  85	  87	  70	   1	 528	   2	   1	  24	  31	  30	  30	  70	  50	 448	201523	202051	   0	  60	
  86	  88	  30	   4	 384	   3	   2	  24	  31	   1	  30	  70	  30	 639	204034	204418	   3	  60	
  87	  89	  30	   2	 439	   1	   1	  25	  31	   1	  30	  70	  30	 656	206379	206818	   0	  50	
  88	  90	  70	   2	 593	   2	   1	  25	  32	   1	  30	  70	  30	 531	208657	209250	   0	  40	
  89	  91	  30	   3	 573	   3	   2	  25	  32	   2	  30	  70	  30	 335	210885	211458	   0	  40	
  90	  92	  70	   1	 533	   2	   1	  25	  33	   2	  30	  70	  30	 432	213197	213730	   0	  50	
  91	  93	  30	   3	 412	   1	   2	  26	  33	   2	  30	  70	  30	 485	215542	215954	   0	  50	
  92	  94	  30	   4	 441	   3	   2	  26	  33	   3	  30	  70	  30	 465	217737	218178	   0	  50	
  93	  95	  30	   2	 503	   1	   1	  27	  33	   3	  30	  70	  30	 441	219915	220418	   0	  40	
  94	  96	  20	   4	 731	   2	   2	  27	   1	   3	  30	  20	  30	 604	222343	223074	   2	  40	
  95	  97	  30	   2	 623	   1	   1	  28	   1	   3	  30	  20	  30	 366	224755	225378	   0	  30	
  96	  98	  30	   4	 526	   3	   2	  28	   1	   4	  30	  20	  30	 659	227332	227858	   0	  30	
  97	  99	  30	   1	 509	   1	   1	  29	   1	   4	  30	  20	  30	 308	229461	229970	   0	  40	
  98	 100	  30	   4	 453	   3	   2	  29	   1	   5	  30	  20	  30	 521	231789	232242	   0	  40	
  99	 101	  20	   4	 547	   2	   2	  29	   2	   5	  30	  20	  30	 403	233951	234498	   0	  40	
 100	 102	  30	   2	 502	   1	   1	  30	   2	   5	  30	  20	  30	 584	236396	236898	   0	  30	
 101	 103	  20	   3	 522	   2	   2	  30	   3	   5	  30	  20	  30	 614	238840	239362	   0	  30	
 102	 104	  30	   3	 542	   3	   2	  30	   3	   6	  30	  20	  30	 585	241252	241794	   0	  30	
 103	 105	  20	   2	 500	   2	   1	  30	   4	   6	  30	  20	  30	 557	243646	244146	   0	  20	
 104	 106	  30	   4	 394	   3	   2	  30	   4	   7	  30	  20	  30	 559	246008	246402	   0	  20	
 105	 107	  20	   4	 476	   2	   2	  30	   5	   7	  30	  20	  30	 368	248070	248546	   0	  20	
 106	 108	  30	   4	 486	   3	   2	  30	   5	   8	  30	  20	  30	 502	250348	250834	   0	  20	
 107	 109	  20	   1	 563	   2	   1	  30	   6	   8	  30	  20	  30	 387	252527	253090	   0	  30	
 108	 110	  30	   2	 576	   1	   1	  31	   6	   8	  30	  20	  30	 318	254722	255298	   0	  20	
 109	 111	  30	   4	 542	   3	   2	  31	   6	   9	  30	  20	  30	 686	257283	257825	   0	  20	
 110	 112	  20	   2	 622	   2	   1	  31	   7	   9	  30	  20	  30	 682	259811	260433	   0	  10	
 111	 113	  30	   3	 501	   3	   2	  31	   7	  10	  30	  20	  30	 420	262172	262673	   0	  10	
 112	 114	  30	   1	 644	   1	   1	  32	   7	  10	  30	  20	  30	 337	264317	264961	   0	  20	
 113	 115	  30	   3	 573	   3	   2	  32	   7	  11	  30	  20	  30	 321	266596	267169	   0	  20	
 114	 116	  30	   2	 513	   1	   1	  33	   7	  11	  30	  20	  30	 562	269040	269553	   0	  10	
 115	 117	  30	   4	 589	   3	   2	  33	   7	  12	  30	  20	  30	 382	271252	271841	   0	  10	
 116	 118	  30	   2	 553	   1	   1	  34	   7	  12	  30	  20	  30	 321	273464	274017	   0	   0	
 117	 119	  30	   4	 559	   3	   2	  34	   7	  13	  30	  20	  30	 532	275858	276417	   0	   0	
 118	 120	  20	   4	 959	   2	   2	  34	   8	  13	  30	  20	  30	 645	278370	279329	   0	   0	
 119	 121	  30	   2	 507	   1	   1	  35	   8	  13	  30	  20	  30	 374	281014	281521	   0	 -10	
 120	 122	  30	   4	 447	   3	   2	  35	   8	  14	  30	  20	  30	 632	283458	283905	   0	 -10	
 121	 123	  80	   3	 709	   1	   2	   1	   8	  14	  80	  20	  30	 579	285836	286545	   1	 -10	
 122	 124	  30	   3	 457	   3	   2	   1	   8	  15	  80	  20	  30	 421	288264	288721	   0	 -10	
 123	 125	  80	   3	 647	   1	   2	   2	   8	  15	  80	  20	  30	 398	290426	291073	   0	 -10	
 124	 126	  30	   4	 512	   3	   2	   2	   8	  16	  80	  20	  30	 337	292721	293233	   0	 -10	
