Version: 1	Number of symbols: 3	Pictures exchange: true	Response Deadline: 2000
Trial_No	Virt_Trial_No	Prob_Shown	Feedback	RT	Stimulus_No	Resp	SymbolA_Stage	SymbolB_Stage	SymbolC_Stage	Prob_A	Prob_B	Prob_C	Jitter	StimOnset	RespOnset	Symbol_Changes	Bonus_sum
   1	   1	  30	   2	1884	   1	   1	   1	   0	   0	  30	  70	  50	 639	1883	3767	   0	 -10	
NaN	   2	  50	NaN	NaN	   3	   3	   1	   0	   0	  30	  70	  50	 348	1883	NaN	   0	 -10	
   2	   3	  30	   2	 410	   1	   1	   2	   0	   0	  30	  70	  50	 437	9133	9543	   0	 -20	
   3	   4	  50	   4	 635	   3	   2	   2	   0	   1	  30	  70	  50	 673	11516	12151	   0	 -20	
   4	   5	  70	   1	 370	   2	   1	   2	   1	   1	  30	  70	  50	 672	14133	14503	   0	 -10	
   5	   6	  30	   2	 428	   1	   1	   3	   1	   1	  30	  70	  50	 489	16299	16727	   0	 -20	
   6	   7	  50	   3	 752	   3	   2	   3	   1	   2	  30	  70	  50	 582	18599	19351	   0	 -20	
   7	   8	  70	   1	 603	   2	   1	   3	   2	   2	  30	  70	  50	 469	21132	21735	   0	 -10	
   8	   9	  50	   4	 723	   3	   2	   3	   2	   3	  30	  70	  50	 677	23716	24439	   0	 -10	
   9	  10	  30	   3	 765	   1	   2	   4	   2	   3	  30	  70	  50	 517	26266	27031	   0	 -10	
  10	  11	  50	   2	 944	   3	   1	   4	   2	   4	  30	  70	  50	 678	28999	29943	   0	 -20	
  11	  12	  70	   3	1112	   2	   2	   4	   3	   4	  30	  70	  50	 347	31599	32711	   0	 -20	
  12	  13	  50	   3	1346	   3	   2	   4	   3	   5	  30	  70	  50	 558	34565	35911	   0	 -20	
  13	  14	  70	   4	1453	   2	   2	   4	   4	   5	  30	  70	  50	 674	37882	39335	   0	 -20	
  14	  15	  50	   4	 754	   3	   2	   4	   4	   6	  30	  70	  50	 309	40949	41703	   0	 -20	
  15	  16	  30	   1	 634	   1	   1	   5	   4	   6	  30	  70	  50	 521	43532	44166	   0	 -10	
NaN	  17	  70	NaN	NaN	   2	   3	   5	   4	   6	  30	  70	  50	 657	43532	NaN	   0	 -10	
NaN	  18	  50	NaN	NaN	   3	   3	   5	   4	   6	  30	  70	  50	 451	43532	NaN	   0	 -10	
NaN	  19	  70	NaN	NaN	   2	   3	   5	   4	   6	  30	  70	  50	 416	43532	NaN	   0	 -10	
  16	  20	  30	   2	 512	   1	   1	   6	   4	   6	  30	  70	  50	 533	57382	57894	   0	 -20	
  17	  21	  50	   3	1186	   3	   2	   6	   4	   7	  30	  70	  50	 560	59748	60934	   0	 -20	
  18	  22	  30	   2	1178	   1	   1	   7	   4	   7	  30	  70	  50	 501	62748	63926	   0	 -30	
  19	  23	  50	   3	 891	   3	   2	   7	   4	   8	  30	  70	  50	 686	65915	66806	   0	 -30	
  20	  24	  30	   4	 871	   1	   2	   8	   4	   8	  30	  70	  50	 307	68415	69286	   0	 -30	
  21	  25	  70	   2	 434	   2	   1	   8	   5	   8	  30	  70	  50	 361	70948	71382	   0	 -40	
  22	  26	  50	   2	 753	   3	   1	   8	   5	   9	  30	  70	  50	 668	73365	74118	   0	 -50	
  23	  27	  30	   2	 766	   1	   1	   9	   5	   9	  30	  70	  50	 432	75848	76614	   0	 -60	
  24	  28	  50	   3	  44	   3	   2	   9	   5	  10	  30	  70	  50	 383	78314	78358	   0	 -60	
  25	  29	  70	   1	 747	   2	   1	   9	   6	  10	  30	  70	  50	 678	80331	81078	   0	 -50	
  26	  30	  50	   3	1407	   3	   2	   9	   6	  11	  30	  70	  50	 660	83031	84438	   0	 -50	
  27	  31	  70	   1	 590	   2	   1	   9	   7	  11	  30	  70	  50	 484	86231	86821	   0	 -40	
  28	  32	  50	   2	 487	   3	   1	   9	   7	  12	  30	  70	  50	 685	88814	89301	   0	 -50	
  29	  33	  30	   3	 723	   1	   2	  10	   7	  12	  30	  70	  50	 686	91298	92021	   0	 -50	
  30	  34	  70	   1	 528	   2	   1	  10	   8	  12	  30	  70	  50	 478	93797	94325	   0	 -40	
  31	  35	  30	   4	 646	   1	   2	  11	   8	  12	  30	  70	  50	 417	96047	96693	   0	 -40	
  32	  36	  70	   1	 348	   2	   1	  11	   9	  12	  30	  70	  50	 309	98297	98645	   0	 -30	
  33	  37	  50	   1	 608	   3	   1	  11	   9	  13	  30	  70	  50	 646	100581	101189	   0	 -20	
  34	  38	  30	   3	 891	   1	   2	  12	   9	  13	  30	  70	  50	 628	103114	104005	   0	 -20	
  35	  39	  70	   2	 724	   2	   1	  12	  10	  13	  30	  70	  50	 382	105681	106405	   0	 -30	
  36	  40	  30	   2	 748	   1	   1	  13	  10	  13	  30	  70	  50	 594	108297	109045	   0	 -40	
  37	  41	  50	   1	 577	   3	   1	  13	  10	  14	  30	  70	  50	 646	110980	111557	   0	 -30	
  38	  42	  70	   1	1173	   2	   1	  13	  11	  14	  30	  70	  50	 403	113264	114437	   0	 -20	
  39	  43	  30	   4	 411	   1	   2	  14	  11	  14	  30	  70	  50	 587	116330	116741	   0	 -20	
  40	  44	  70	   2	 983	   2	   1	  14	  12	  14	  30	  70	  50	 386	118430	119413	   0	 -30	
  41	  45	  50	   2	 711	   3	   1	  14	  12	  15	  30	  70	  50	 467	121214	121925	   0	 -40	
  42	  46	  30	   2	 617	   1	   1	  15	  12	  15	  30	  70	  50	 364	123580	124197	   0	 -50	
  43	  47	  70	   3	 661	   2	   2	  15	  13	  15	  30	  70	  50	 569	126080	126741	   0	 -50	
