Version: 1	Number of symbols: 3	Pictures exchange: true	Response Deadline: 2000
Trial_No	Virt_Trial_No	Prob_Shown	Feedback	RT	Stimulus_No	Resp	SymbolA_Stage	SymbolB_Stage	SymbolC_Stage	Prob_A	Prob_B	Prob_C	Jitter	StimOnset	RespOnset	Symbol_Changes	Bonus_sum
   1	   1	  30	   4	1519	   1	   2	   1	   0	   0	  30	  70	  50	 322	1426	2945	   0	   0	
   2	   2	  50	   4	 527	   3	   2	   1	   0	   1	  30	  70	  50	 635	4866	5393	   0	   0	
   3	   3	  30	   4	 668	   1	   2	   2	   0	   1	  30	  70	  50	 665	7333	8001	   0	   0	
   4	   4	  50	   3	 631	   3	   2	   2	   0	   2	  30	  70	  50	 344	9626	10257	   0	   0	
   5	   5	  70	   3	 908	   2	   2	   2	   1	   2	  30	  70	  50	 434	11973	12881	   0	   0	
   6	   6	  30	   4	 644	   1	   2	   3	   1	   2	  30	  70	  50	 487	14653	15297	   0	   0	
   7	   7	  50	   2	 620	   3	   1	   3	   1	   3	  30	  70	  50	 668	17252	17872	   0	 -10	
   8	   8	  70	   1	1097	   2	   1	   3	   2	   3	  30	  70	  50	 403	19559	20656	   0	   0	
   9	   9	  50	   4	 985	   3	   2	   3	   2	   4	  30	  70	  50	 496	22439	23424	   0	   0	
  10	  10	  30	   3	 809	   1	   2	   4	   2	   4	  30	  70	  50	 379	25079	25888	   0	   0	
  11	  11	  50	   3	 844	   3	   2	   4	   2	   5	  30	  70	  50	 310	27492	28336	   0	   0	
  12	  12	  70	   1	 620	   2	   1	   4	   3	   5	  30	  70	  50	 348	29972	30592	   0	  10	
  13	  13	  50	   2	1063	   3	   1	   4	   3	   6	  30	  70	  50	 314	32185	33248	   0	   0	
  14	  14	  70	   2	 804	   2	   1	   4	   4	   6	  30	  70	  50	 521	35052	35856	   0	 -10	
  15	  15	  50	   3	 780	   3	   2	   4	   4	   7	  30	  70	  50	 671	37812	38592	   0	 -10	
  16	  16	  30	   3	 844	   1	   2	   5	   4	   7	  30	  70	  50	 653	40532	41376	   0	 -10	
  17	  17	  70	   2	 697	   2	   1	   5	   5	   7	  30	  70	  50	 416	43079	43776	   0	 -20	
  18	  18	  50	   1	 631	   3	   1	   5	   5	   8	  30	  70	  50	 328	45385	46016	   0	 -10	
  19	  19	  70	   1	 652	   2	   1	   5	   6	   8	  30	  70	  50	 590	47892	48544	   0	   0	
  20	  20	  30	   4	 631	   1	   2	   6	   6	   8	  30	  70	  50	 446	50265	50896	   0	   0	
  21	  21	  50	   4	1263	   3	   2	   6	   6	   9	  30	  70	  50	 438	52625	53888	   0	   0	
  22	  22	  30	   4	 775	   1	   2	   7	   6	   9	  30	  70	  50	 303	55465	56240	   0	   0	
  23	  23	  50	   1	 802	   3	   1	   7	   6	  10	  30	  70	  50	 470	57998	58800	   0	  10	
  24	  24	  30	   4	 716	   1	   2	   8	   6	  10	  30	  70	  50	 611	60692	61408	   0	  10	
  25	  25	  70	   1	 842	   2	   1	   8	   7	  10	  30	  70	  50	 629	63318	64160	   0	  20	
  26	  26	  50	   3	 756	   3	   2	   8	   7	  11	  30	  70	  50	 482	65931	66687	   0	  20	
  27	  27	  30	   4	 593	   1	   2	   9	   7	  11	  30	  70	  50	 594	68558	69151	   0	  20	
  28	  28	  50	   2	 580	   3	   1	   9	   7	  12	  30	  70	  50	 621	71051	71631	   0	  10	
  29	  29	  70	   1	 598	   2	   1	   9	   8	  12	  30	  70	  50	 308	73225	73823	   0	  20	
  30	  30	  50	   1	 913	   3	   1	   9	   8	  13	  30	  70	  50	 419	75518	76431	   0	  30	
  31	  31	  70	   1	 913	   2	   1	   9	   9	  13	  30	  70	  50	 358	78078	78991	   0	  40	
  32	  32	  50	   1	 652	   3	   1	   9	   9	  14	  30	  70	  50	 417	80691	81343	   0	  50	
  33	  33	  30	   3	 561	   1	   2	  10	   9	  14	  30	  70	  50	 494	83118	83679	   0	  50	
  34	  34	  70	   4	 671	   2	   2	  10	  10	  14	  30	  70	  50	 376	85344	86015	   0	  50	
  35	  35	  30	   4	 620	   1	   2	  11	  10	  14	  30	  70	  50	 510	87811	88431	   0	  50	
  36	  36	  70	   1	 772	   2	   1	  11	  11	  14	  30	  70	  50	 380	90091	90863	   0	  60	
  37	  37	  50	   4	 927	   3	   2	  11	  11	  15	  30	  70	  50	 332	92464	93391	   0	  60	
  38	  38	  30	   3	 599	   1	   2	  12	  11	  15	  30	  70	  50	 555	95224	95823	   0	  60	
  39	  39	  70	   2	 903	   2	   1	  12	  12	  15	  30	  70	  50	 530	97624	98527	   0	  50	
  40	  40	  30	   4	 695	   1	   2	  13	  12	  15	  30	  70	  50	 541	100344	101039	   0	  50	
  41	  41	  50	   1	 575	   3	   1	  13	  12	  16	  30	  70	  50	 359	102704	103279	   0	  60	
  42	  42	  70	   1	 527	   2	   1	  13	  13	  16	  30	  70	  50	 695	105264	105791	   0	  70	
  43	  43	  30	   4	 578	   1	   2	  14	  13	  16	  30	  70	  50	 370	107437	108015	   0	  70	
  44	  44	  70	   1	1265	   2	   1	  14	  14	  16	  30	  70	  50	 700	109997	111262	   0	  80	
  45	  45	  50	   4	 625	   3	   2	  14	  14	  17	  30	  70	  50	 329	112877	113502	   0	  80	
  46	  46	  30	   4	 401	   1	   2	  15	  14	  17	  30	  70	  50	 582	115357	115758	   0	  80	
  47	  47	  70	   1	 540	   2	   1	  15	  15	  17	  30	  70	  50	 364	117410	117950	   0	  90	
  48	  48	  30	   3	 684	   1	   2	  16	  15	  17	  30	  70	  50	 578	119810	120494	   0	  90	
  49	  49	  70	   2	 830	   2	   1	  16	  16	  17	  30	  70	  50	 610	122384	123214	   0	  80	
  50	  50	  30	   4	 641	   1	   2	  17	  16	  17	  30	  70	  50	 384	124877	125518	   0	  80	
  51	  51	  70	   3	 783	   2	   2	  17	  17	  17	  30	  70	  50	 688	127503	128286	   0	  80	
  52	  52	  30	   4	 647	   1	   2	  18	  17	  17	  30	  70	  50	 374	129943	130590	   0	  80	
  53	  53	  70	   1	 673	   2	   1	  18	  18	  17	  30	  70	  50	 359	132237	132910	   0	  90	
  54	  54	  30	   3	 647	   1	   2	  19	  18	  17	  30	  70	  50	 554	134743	135390	   0	  90	
  55	  55	  70	   2	 551	   2	   1	  19	  19	  17	  30	  70	  50	 317	136983	137534	   0	  80	
  56	  56	  50	   2	 866	   3	   1	  19	  19	  18	  30	  70	  50	 541	139356	140222	   0	  70	
  57	  57	  30	   4	 655	   1	   2	  20	  19	  18	  30	  70	  50	 572	142063	142718	   0	  70	
  58	  58	  70	   1	 898	   2	   1	  20	  20	  18	  30	  70	  50	 631	144636	145534	   0	  80	
  59	  59	  50	   1	 599	   3	   1	  20	  20	  19	  30	  70	  50	 489	147303	147902	   0	  90	
  60	  60	  30	   4	 332	   1	   2	  21	  20	  19	  30	  70	  50	 632	149810	150142	   0	  90	
  61	  61	  50	   2	 823	   3	   1	  21	  20	  20	  30	  70	  50	 589	152023	152846	   0	  80	
  62	  62	  70	   1	 641	   2	   1	  21	  21	  20	  30	  70	  50	 349	154476	155117	   0	  90	
  63	  63	  50	   2	 764	   3	   1	  21	  21	  21	  30	  70	  50	 528	156929	157693	   0	  80	
  64	  64	  70	   4	 644	   2	   2	  21	  22	  21	  30	  70	  50	 629	159609	160253	   0	  80	
  65	  65	  50	   1	 518	   3	   1	  21	  22	  22	  30	  70	  50	 408	161943	162461	   0	  90	
  66	  66	  30	   3	 662	   1	   2	  22	  22	  22	  30	  70	  50	 441	164183	164845	   0	  90	
  67	  67	  70	   1	 662	   2	   1	  22	  23	  22	  30	  70	  50	 694	166823	167485	   0	 100	
  68	  68	  30	   4	 724	   1	   2	  23	  23	  22	  30	  70	  50	 521	169289	170013	   0	 100	
  69	  69	  50	   2	 743	   3	   1	  23	  23	  23	  30	  70	  50	 327	171622	172365	   0	  90	
  70	  70	  70	   1	 439	   2	   1	  23	  24	  23	  30	  70	  50	 456	174102	174541	   0	 100	
  71	  71	  50	   2	 700	   3	   1	  23	  24	  24	  30	  70	  50	 374	176209	176909	   0	  90	
  72	  72	  70	   1	 508	   2	   1	  23	  25	  24	  30	  70	  50	 334	178529	179037	   0	 100	
  73	  73	  50	   1	 460	   3	   1	  23	  25	  25	  30	  70	  50	 450	180769	181229	   0	 110	
  74	  74	  70	   2	 535	   2	   1	  23	  26	  25	  30	  70	  50	 475	182982	183517	   0	 100	
  75	  75	  50	   2	 410	   3	   1	  23	  26	  26	  30	  70	  50	 510	185315	185725	   0	  90	
  76	  76	  70	   1	 431	   2	   1	  23	  27	  26	  30	  70	  50	 574	187582	188013	   0	 100	
  77	  77	  50	   1	 351	   3	   1	  23	  27	  27	  30	  70	  50	 604	189902	190253	   0	 110	
  78	  78	  70	   1	 548	   2	   1	  23	  28	  27	  30	  70	  50	 638	192169	192717	   0	 120	
  79	  79	  50	   3	 543	   3	   2	  23	  28	  28	  30	  70	  50	 456	194462	195005	   0	 120	
  80	  80	  30	   4	 594	   1	   2	  24	  28	  28	  30	  70	  50	 349	196635	197229	   0	 120	
  81	  81	  70	   2	 882	   2	   1	  24	  29	  28	  30	  70	  50	 346	198875	199757	   0	 110	
  82	  82	  30	   4	 726	   1	   2	  25	  29	  28	  30	  70	  50	 422	201462	202188	   0	 110	
  83	  83	  50	   2	 742	   3	   1	  25	  29	  29	  30	  70	  50	 318	203782	204524	   0	 100	
  84	  84	  30	   3	 553	   1	   2	  26	  29	  29	  30	  70	  50	 627	206435	206988	   0	 100	
  85	  85	  70	   1	 793	   2	   1	  26	  30	  29	  30	  70	  50	 323	208595	209388	   0	 110	
