Version: 1	Number of symbols: 3	Pictures exchange: true	Response Deadline: 2000
Trial_No	Virt_Trial_No	Prob_Shown	Feedback	RT	Stimulus_No	Resp	SymbolA_Stage	SymbolB_Stage	SymbolC_Stage	Prob_A	Prob_B	Prob_C	Jitter	StimOnset	RespOnset	Symbol_Changes	Bonus_sum
   1	   1	  30	   2	1240	   1	   1	   1	   0	   0	  30	  70	  50	 462	1631	2871	   0	 -10	
NaN	   2	  50	NaN	NaN	   3	   3	   1	   0	   0	  30	  70	  50	 435	1631	NaN	   0	 -10	
   2	   3	  30	   4	 551	   1	   2	   2	   0	   0	  30	  70	  50	 513	8383	8934	   0	 -10	
   3	   4	  50	   4	 669	   3	   2	   2	   0	   1	  30	  70	  50	 525	10761	11430	   0	 -10	
   4	   5	  70	   3	 609	   2	   2	   2	   1	   1	  30	  70	  50	 448	13189	13798	   0	 -10	
   5	   6	  30	   4	 843	   1	   2	   3	   1	   1	  30	  70	  50	 352	15451	16294	   0	 -10	
   6	   7	  50	   3	 672	   3	   2	   3	   1	   2	  30	  70	  50	 699	18294	18966	   0	 -10	
   7	   8	  70	   3	 709	   2	   2	   3	   2	   2	  30	  70	  50	 416	20689	21398	   0	 -10	
   8	   9	  50	   4	 694	   3	   2	   3	   2	   3	  30	  70	  50	 514	23200	23894	   0	 -10	
   9	  10	  30	   3	 713	   1	   2	   4	   2	   3	  30	  70	  50	 479	25661	26374	   0	 -10	
  10	  11	  50	   4	 853	   3	   2	   4	   2	   4	  30	  70	  50	 616	28289	29142	   0	 -10	
  11	  12	  70	   1	 708	   2	   1	   4	   3	   4	  30	  70	  50	 411	30866	31574	   0	   0	
  12	  13	  50	   3	 604	   3	   2	   4	   3	   5	  30	  70	  50	 308	33178	33782	   0	   0	
  13	  14	  70	   2	 620	   2	   1	   4	   4	   5	  30	  70	  50	 639	35722	36342	   0	 -10	
  14	  15	  50	   4	 618	   3	   2	   4	   4	   6	  30	  70	  50	 663	38300	38918	   0	 -10	
  15	  16	  30	   3	 535	   1	   2	   5	   4	   6	  30	  70	  50	 673	40894	41429	   0	 -10	
  16	  17	  70	   2	 458	   2	   1	   5	   5	   6	  30	  70	  50	 609	43339	43797	   0	 -20	
  17	  18	  50	   3	 378	   3	   2	   5	   5	   7	  30	  70	  50	 370	45467	45845	   0	 -20	
  18	  19	  70	   1	 770	   2	   1	   5	   6	   7	  30	  70	  50	 644	47779	48549	   0	 -10	
  19	  20	  30	   4	 721	   1	   2	   6	   6	   7	  30	  70	  50	 492	50340	51061	   0	 -10	
  20	  21	  50	   1	 429	   3	   1	   6	   6	   8	  30	  70	  50	 618	52984	53413	   0	   0	
  21	  22	  30	   4	 740	   1	   2	   7	   6	   8	  30	  70	  50	 618	55345	56085	   0	   0	
  22	  23	  50	   2	 865	   3	   1	   7	   6	   9	  30	  70	  50	 554	57940	58805	   0	 -10	
  23	  24	  30	   4	 653	   1	   2	   8	   6	   9	  30	  70	  50	 484	60600	61253	   0	 -10	
  24	  25	  70	   1	 847	   2	   1	   8	   7	   9	  30	  70	  50	 519	63078	63925	   0	   0	
  25	  26	  50	   1	 614	   3	   1	   8	   7	  10	  30	  70	  50	 644	65855	66469	   0	  10	
  26	  27	  30	   4	 687	   1	   2	   9	   7	  10	  30	  70	  50	 389	68150	68837	   0	  10	
  27	  28	  50	   1	 460	   3	   1	   9	   7	  11	  30	  70	  50	 615	70761	71221	   0	  20	
  28	  29	  70	   1	 531	   2	   1	   9	   8	  11	  30	  70	  50	 562	73073	73604	   0	  30	
  29	  30	  50	   2	 468	   3	   1	   9	   8	  12	  30	  70	  50	 697	75600	76068	   0	  20	
  30	  31	  70	   1	 558	   2	   1	   9	   9	  12	  30	  70	  50	 486	77862	78420	   0	  30	
  31	  32	  50	   1	 441	   3	   1	   9	   9	  13	  30	  70	  50	 377	80107	80548	   0	  40	
  32	  33	  30	   3	 535	   1	   2	  10	   9	  13	  30	  70	  50	 439	82285	82820	   0	  40	
  33	  34	  70	   2	 485	   2	   1	  10	  10	  13	  30	  70	  50	 308	84431	84916	   0	  30	
  34	  35	  30	   4	 579	   1	   2	  11	  10	  13	  30	  70	  50	 393	86609	87188	   0	  30	
  35	  36	  70	   1	 548	   2	   1	  11	  11	  13	  30	  70	  50	 630	89104	89652	   0	  40	
  36	  37	  50	   1	 606	   3	   1	  11	  11	  14	  30	  70	  50	 421	91382	91988	   0	  50	
  37	  38	  30	   3	 553	   1	   2	  12	  11	  14	  30	  70	  50	 334	93627	94180	   0	  50	
  38	  39	  70	   2	 517	   2	   1	  12	  12	  14	  30	  70	  50	 365	95855	96372	   0	  40	
  39	  40	  30	   4	 573	   1	   2	  13	  12	  14	  30	  70	  50	 486	98167	98740	   0	  40	
  40	  41	  50	   2	 357	   3	   1	  13	  12	  15	  30	  70	  50	 450	100495	100852	   0	  30	
  41	  42	  70	   1	 479	   2	   1	  13	  13	  15	  30	  70	  50	 598	102773	103252	   0	  40	
  42	  43	  30	   4	 510	   1	   2	  14	  13	  15	  30	  70	  50	 333	104885	105395	   0	  40	
  43	  44	  70	   1	 465	   2	   1	  14	  14	  15	  30	  70	  50	 645	107330	107795	   0	  50	
  44	  45	  50	   1	 511	   3	   1	  14	  14	  16	  30	  70	  50	 388	109492	110003	   0	  60	
  45	  46	  30	   4	 345	   1	   2	  15	  14	  16	  30	  70	  50	 492	111786	112131	   0	  60	
  46	  47	  70	   1	 533	   2	   1	  15	  15	  16	  30	  70	  50	 563	113982	114515	   0	  70	
  47	  48	  30	   3	 536	   1	   2	  16	  15	  16	  30	  70	  50	 616	116443	116979	   0	  70	
  48	  49	  70	   2	 555	   2	   1	  16	  16	  16	  30	  70	  50	 617	118904	119459	   0	  60	
  49	  50	  30	   4	 545	   1	   2	  17	  16	  16	  30	  70	  50	 524	121282	121827	   0	  60	
  50	  51	  70	   1	 699	   2	   1	  17	  17	  16	  30	  70	  50	 424	123544	124243	   0	  70	
  51	  52	  30	   4	 526	   1	   2	  18	  17	  16	  30	  70	  50	 438	126005	126531	   0	  70	
  52	  53	  70	   1	 523	   2	   1	  18	  18	  16	  30	  70	  50	 375	128200	128723	   0	  80	
  53	  54	  30	   3	 554	   1	   2	  19	  18	  16	  30	  70	  50	 329	130345	130899	   0	  80	
  54	  55	  70	   4	 765	   2	   2	  19	  19	  16	  30	  70	  50	 587	132790	133555	   0	  80	
  55	  56	  50	   2	 519	   3	   1	  19	  19	  17	  30	  70	  50	 643	135500	136019	   0	  70	
  56	  57	  30	   4	 526	   1	   2	  20	  19	  17	  30	  70	  50	 483	137812	138338	   0	  70	
  57	  58	  70	   1	 412	   2	   1	  20	  20	  17	  30	  70	  50	 340	139974	140386	   0	  80	
  58	  59	  50	   2	 611	   3	   1	  20	  20	  18	  30	  70	  50	 638	142319	142930	   0	  70	
  59	  60	  30	   4	 492	   1	   2	  21	  20	  18	  30	  70	  50	 412	144630	145122	   0	  70	
  60	  61	  50	   1	 530	   3	   1	  21	  20	  19	  30	  70	  50	 568	146992	147522	   0	  80	
  61	  62	  70	   1	 533	   2	   1	  21	  21	  19	  30	  70	  50	 630	149453	149986	   0	  90	
  62	  63	  50	   2	 526	   3	   1	  21	  21	  20	  30	  70	  50	 463	151748	152274	   0	  80	
  63	  64	  70	   2	 589	   2	   1	  21	  22	  20	  30	  70	  50	 319	153893	154482	   0	  70	
  64	  65	  50	   2	 434	   3	   1	  21	  22	  21	  30	  70	  50	 524	156304	156738	   0	  60	
  65	  66	  30	   3	 546	   1	   2	  22	  22	  21	  30	  70	  50	 349	158400	158946	   0	  60	
  66	  67	  70	   1	 410	   2	   1	  22	  23	  21	  30	  70	  50	 489	160728	161138	   0	  70	
  67	  68	  30	   2	 389	   1	   1	  23	  23	  21	  30	  70	  50	 563	162989	163378	   0	  60	
