Version: 1	Number of symbols: 3	Pictures exchange: true	Response Deadline: 2000
Trial_No	Virt_Trial_No	Prob_Shown	Feedback	RT	Stimulus_No	Resp	SymbolA_Stage	SymbolB_Stage	SymbolC_Stage	Prob_A	Prob_B	Prob_C	Jitter	StimOnset	RespOnset	Symbol_Changes	Bonus_sum
   1	   1	  30	   2	 744	   1	   1	   1	   0	   0	  30	  70	  50	 319	-333	 411	   0	 -10	
   2	   2	  50	   2	 649	   3	   1	   1	   0	   1	  30	  70	  50	 657	2346	2995	   0	 -20	
   3	   3	  30	   2	 670	   1	   1	   2	   0	   1	  30	  70	  50	 620	4893	5563	   0	 -30	
   4	   4	  50	   1	 552	   3	   1	   2	   0	   2	  30	  70	  50	 575	7426	7978	   0	 -20	
   5	   5	  70	   1	 725	   2	   1	   2	   1	   2	  30	  70	  50	 315	9573	10298	   0	 -10	
   6	   6	  30	   4	 539	   1	   2	   3	   1	   2	  30	  70	  50	 694	12279	12818	   0	 -10	
   7	   7	  50	   4	 731	   3	   2	   3	   1	   3	  30	  70	  50	 380	14479	15210	   0	 -10	
   8	   8	  70	   1	 467	   2	   1	   3	   2	   3	  30	  70	  50	 636	17119	17586	   0	   0	
   9	   9	  50	   2	 600	   3	   1	   3	   2	   4	  30	  70	  50	 398	19266	19866	   0	 -10	
  10	  10	  30	   3	 531	   1	   2	   4	   2	   4	  30	  70	  50	 365	21519	22050	   0	 -10	
  11	  11	  50	   3	 478	   3	   2	   4	   2	   5	  30	  70	  50	 391	23732	24210	   0	 -10	
  12	  12	  70	   1	 486	   2	   1	   4	   3	   5	  30	  70	  50	 323	25812	26298	   0	   0	
  13	  13	  50	   4	 547	   3	   2	   4	   3	   6	  30	  70	  50	 454	28039	28586	   0	   0	
  14	  14	  70	   2	 539	   2	   1	   4	   4	   6	  30	  70	  50	 601	30479	31018	   0	 -10	
  15	  15	  50	   3	 779	   3	   2	   4	   4	   7	  30	  70	  50	 380	32679	33458	   0	 -10	
  16	  16	  30	   3	 454	   1	   2	   5	   4	   7	  30	  70	  50	 677	35412	35866	   0	 -10	
  17	  17	  70	   2	 521	   2	   1	   5	   5	   7	  30	  70	  50	 547	37705	38226	   0	 -20	
  18	  18	  50	   3	 446	   3	   2	   5	   5	   8	  30	  70	  50	 623	40132	40578	   0	 -20	
  19	  19	  70	   1	 420	   2	   1	   5	   6	   8	  30	  70	  50	 540	42398	42818	   0	 -10	
  20	  20	  30	   2	 454	   1	   1	   6	   6	   8	  30	  70	  50	 306	44412	44866	   0	 -20	
  21	  21	  50	   4	 590	   3	   2	   6	   6	   9	  30	  70	  50	 610	46772	47362	   0	 -20	
  22	  22	  30	   4	 476	   1	   2	   7	   6	   9	  30	  70	  50	 352	48998	49474	   0	 -20	
  23	  23	  50	   3	 414	   3	   2	   7	   6	  10	  30	  70	  50	 414	51172	51586	   0	 -20	
  24	  24	  30	   4	 457	   1	   2	   8	   6	  10	  30	  70	  50	 632	53505	53962	   0	 -20	
  25	  25	  70	   1	 457	   2	   1	   8	   7	  10	  30	  70	  50	 694	55945	56402	   0	 -10	
  26	  26	  50	   3	 367	   3	   2	   8	   7	  11	  30	  70	  50	 369	58051	58418	   0	 -10	
  27	  27	  30	   4	 345	   1	   2	   9	   7	  11	  30	  70	  50	 520	60225	60570	   0	 -10	
  28	  28	  50	   4	 449	   3	   2	   9	   7	  12	  30	  70	  50	 487	62345	62794	   0	 -10	
  29	  29	  70	   1	 348	   2	   1	   9	   8	  12	  30	  70	  50	 445	64518	64866	   0	   0	
  30	  30	  50	   1	 412	   3	   1	   9	   8	  13	  30	  70	  50	 321	66478	66890	   0	  10	
  31	  31	  70	   3	 321	   2	   2	   9	   9	  13	  30	  70	  50	 426	68625	68946	   0	  10	
  32	  32	  50	   3	 482	   3	   2	   9	   9	  14	  30	  70	  50	 668	70904	71386	   0	  10	
  33	  33	  30	   3	 391	   1	   2	  10	   9	  14	  30	  70	  50	 377	73051	73442	   0	  10	
  34	  34	  70	   2	 367	   2	   1	  10	  10	  14	  30	  70	  50	 599	75331	75698	   0	   0	
  35	  35	  30	   4	 479	   1	   2	  11	  10	  14	  30	  70	  50	 391	77371	77850	   0	   0	
  36	  36	  70	   1	 356	   2	   1	  11	  11	  14	  30	  70	  50	 488	79638	79994	   0	  10	
  37	  37	  50	   4	 519	   3	   2	  11	  11	  15	  30	  70	  50	 659	81931	82450	   0	  10	
  38	  38	  30	   3	 367	   1	   2	  12	  11	  15	  30	  70	  50	 472	84211	84578	   0	  10	
  39	  39	  70	   2	 410	   2	   1	  12	  12	  15	  30	  70	  50	 492	86344	86754	   0	   0	
  40	  40	  30	   4	 485	   1	   2	  13	  12	  15	  30	  70	  50	 407	88437	88922	   0	   0	
  41	  41	  50	   3	 413	   3	   2	  13	  12	  16	  30	  70	  50	 418	90637	91050	   0	   0	
  42	  42	  70	   1	 327	   2	   1	  13	  13	  16	  30	  70	  50	 506	92851	93178	   0	  10	
  43	  43	  30	   4	 455	   1	   2	  14	  13	  16	  30	  70	  50	 357	94811	95266	   0	  10	
  44	  44	  70	   1	 634	   2	   1	  14	  14	  16	  30	  70	  50	 596	97144	97778	   0	  20	
  45	  45	  50	   2	 375	   3	   1	  14	  14	  17	  30	  70	  50	 438	99491	99866	   0	  10	
  46	  46	  30	   4	 466	   1	   2	  15	  14	  17	  30	  70	  50	 666	101824	102290	   0	  10	
  47	  47	  70	   1	 426	   2	   1	  15	  15	  17	  30	  70	  50	 369	103944	104370	   0	  20	
  48	  48	  30	   3	 357	   1	   2	  16	  15	  17	  30	  70	  50	 498	106157	106514	   0	  20	
  49	  49	  70	   2	 424	   2	   1	  16	  16	  17	  30	  70	  50	 653	108450	108874	   0	  10	
  50	  50	  30	   4	 530	   1	   2	  17	  16	  17	  30	  70	  50	 388	110544	111074	   0	  10	
  51	  51	  70	   1	 386	   2	   1	  17	  17	  17	  30	  70	  50	 303	112664	113050	   0	  20	
  52	  52	  30	   4	 392	   1	   2	  18	  17	  17	  30	  70	  50	 386	114730	115122	   0	  20	
  53	  53	  70	   1	 344	   2	   1	  18	  18	  17	  30	  70	  50	 560	116970	117314	   0	  30	
  54	  54	  30	   3	 429	   1	   2	  19	  18	  17	  30	  70	  50	 599	119197	119626	   0	  30	
  55	  55	  70	   2	 392	   2	   1	  19	  19	  17	  30	  70	  50	 384	121290	121682	   0	  20	
  56	  56	  50	   4	 416	   3	   2	  19	  19	  18	  30	  70	  50	 652	123610	124026	   0	  20	
  57	  57	  30	   4	 451	   1	   2	  20	  19	  18	  30	  70	  50	 426	125743	126194	   0	  20	
