Version: 1	Number of symbols: 3	Pictures exchange: true	Response Deadline: 2000
Trial_No	Virt_Trial_No	Prob_Shown	Feedback	RT	Stimulus_No	Resp	SymbolA_Stage	SymbolB_Stage	SymbolC_Stage	Prob_A	Prob_B	Prob_C	Jitter	StimOnset	RespOnset	Symbol_Changes	Bonus_sum
NaN	   1	  30	NaN	NaN	   1	   3	   0	   0	   0	  30	  70	  50	 682	   0	NaN	   0	   0	
   1	   2	  50	   2	1453	   3	   1	   0	   0	   1	  30	  70	  50	 474	5622	7075	   0	 -10	
   2	   3	  30	   2	 689	   1	   1	   1	   0	   1	  30	  70	  50	 515	8898	9587	   0	 -20	
   3	   4	  50	   1	1013	   3	   1	   1	   0	   2	  30	  70	  50	 433	11326	12339	   0	 -10	
   4	   5	  70	   3	1352	   2	   2	   1	   1	   2	  30	  70	  50	 560	14203	15555	   0	 -10	
   5	   6	  30	   4	1035	   1	   2	   2	   1	   2	  30	  70	  50	 607	17463	18498	   0	 -10	
   6	   7	  50	   4	 986	   3	   2	   2	   1	   3	  30	  70	  50	 650	20456	21442	   0	 -10	
   7	   8	  70	   3	 967	   2	   2	   2	   2	   3	  30	  70	  50	 331	23083	24050	   0	 -10	
   8	   9	  50	   4	 656	   3	   2	   2	   2	   4	  30	  70	  50	 440	25794	26450	   0	 -10	
   9	  10	  30	   4	 681	   1	   2	   3	   2	   4	  30	  70	  50	 341	28089	28770	   0	 -10	
  10	  11	  50	   3	 712	   3	   2	   3	   2	   5	  30	  70	  50	 570	30650	31362	   0	 -10	
  11	  12	  70	   3	 468	   2	   2	   3	   3	   5	  30	  70	  50	 622	33310	33778	   0	 -10	
  12	  13	  50	   4	 675	   3	   2	   3	   3	   6	  30	  70	  50	 356	35439	36114	   0	 -10	
  13	  14	  70	   4	 694	   2	   2	   3	   4	   6	  30	  70	  50	 462	37883	38577	   0	 -10	
  14	  15	  50	   3	 479	   3	   2	   3	   4	   7	  30	  70	  50	 698	40594	41073	   0	 -10	
  15	  16	  30	   3	 935	   1	   2	   4	   4	   7	  30	  70	  50	 542	42922	43857	   0	 -10	
  16	  17	  70	   4	 934	   2	   2	   4	   5	   7	  30	  70	  50	 326	45483	46417	   0	 -10	
  17	  18	  50	   1	 487	   3	   1	   4	   5	   8	  30	  70	  50	 700	48426	48913	   0	   0	
  18	  19	  70	   1	 906	   2	   1	   4	   6	   8	  30	  70	  50	 652	50871	51777	   0	  10	
  19	  20	  30	   3	 917	   1	   2	   5	   6	   8	  30	  70	  50	 448	53532	54449	   0	  10	
  20	  21	  50	   2	 865	   3	   1	   5	   6	   9	  30	  70	  50	 416	56176	57041	   0	   0	
  21	  22	  30	   4	1016	   1	   2	   6	   6	   9	  30	  70	  50	 569	58936	59952	   0	   0	
  22	  23	  50	   1	1231	   3	   1	   6	   6	  10	  30	  70	  50	 438	61697	62928	   0	  10	
  23	  24	  30	   4	 885	   1	   2	   7	   6	  10	  30	  70	  50	 694	64923	65808	   0	  10	
  24	  25	  70	   1	1702	   2	   1	   7	   7	  10	  30	  70	  50	 338	67450	69152	   0	  20	
  25	  26	  50	   1	 581	   3	   1	   7	   7	  11	  30	  70	  50	 407	70859	71440	   0	  30	
  26	  27	  30	   4	 690	   1	   2	   8	   7	  11	  30	  70	  50	 309	73054	73744	   0	  30	
  27	  28	  50	   2	 751	   3	   1	   8	   7	  12	  30	  70	  50	 602	75649	76400	   0	  20	
  28	  29	  70	   1	 493	   2	   1	   8	   8	  12	  30	  70	  50	 523	78226	78719	   0	  30	
  29	  30	  50	   1	 472	   3	   1	   8	   8	  13	  30	  70	  50	 441	80455	80927	   0	  40	
  30	  31	  70	   1	 713	   2	   1	   8	   9	  13	  30	  70	  50	 316	82550	83263	   0	  50	
  31	  32	  50	   1	 532	   3	   1	   8	   9	  14	  30	  70	  50	 641	85227	85759	   0	  60	
  32	  33	  30	   4	 695	   1	   2	   9	   9	  14	  30	  70	  50	 595	87672	88367	   0	  60	
  33	  34	  70	   2	 550	   2	   1	   9	  10	  14	  30	  70	  50	 559	90233	90783	   0	  50	
  34	  35	  30	   3	 681	   1	   2	  10	  10	  14	  30	  70	  50	 616	92710	93391	   0	  50	
  35	  36	  70	   1	 801	   2	   1	  10	  11	  14	  30	  70	  50	 318	95022	95823	   0	  60	
  36	  37	  50	   2	 438	   3	   1	  10	  11	  15	  30	  70	  50	 689	97816	98254	   0	  50	
  37	  38	  30	   4	 727	   1	   2	  11	  11	  15	  30	  70	  50	 347	99911	100638	   0	  50	
  38	  39	  70	   2	 530	   2	   1	  11	  12	  15	  30	  70	  50	 627	102572	103102	   0	  40	
  39	  40	  30	   3	1237	   1	   2	  12	  12	  15	  30	  70	  50	 643	105049	106286	   0	  40	
  40	  41	  50	   1	 446	   3	   1	  12	  12	  16	  30	  70	  50	 589	108176	108622	   0	  50	
  41	  42	  70	   1	 529	   2	   1	  12	  13	  16	  30	  70	  50	 685	110637	111166	   0	  60	
  42	  43	  30	   4	 819	   1	   2	  13	  13	  16	  30	  70	  50	 657	113131	113950	   0	  60	
  43	  44	  70	   1	 564	   2	   1	  13	  14	  16	  30	  70	  50	 395	115642	116206	   0	  70	
  44	  45	  50	   2	 498	   3	   1	  13	  14	  17	  30	  70	  50	 670	118187	118685	   0	  60	
  45	  46	  30	   4	 706	   1	   2	  14	  14	  17	  30	  70	  50	 326	120315	121021	   0	  60	
  46	  47	  70	   1	 481	   2	   1	  14	  15	  17	  30	  70	  50	 554	122876	123357	   0	  70	
  47	  48	  30	   4	 829	   1	   2	  15	  15	  17	  30	  70	  50	 429	125104	125933	   0	  70	
  48	  49	  70	   2	 471	   2	   1	  15	  16	  17	  30	  70	  50	 540	127782	128253	   0	  60	
  49	  50	  30	   3	 634	   1	   2	  16	  16	  17	  30	  70	  50	 695	130259	130893	   0	  60	
  50	  51	  70	   1	 508	   2	   1	  16	  17	  17	  30	  70	  50	 518	132721	133229	   0	  70	
  51	  52	  30	   4	 566	   1	   2	  17	  17	  17	  30	  70	  50	 465	135015	135581	   0	  70	
  52	  53	  70	   1	 609	   2	   1	  17	  18	  17	  30	  70	  50	 334	137227	137836	   0	  80	
  53	  54	  30	   4	 443	   1	   2	  18	  18	  17	  30	  70	  50	 370	139505	139948	   0	  80	
  54	  55	  70	   2	 482	   2	   1	  18	  19	  17	  30	  70	  50	 606	141850	142332	   0	  70	
  55	  56	  50	   2	 696	   3	   1	  18	  19	  18	  30	  70	  50	 594	144228	144924	   0	  60	
  56	  57	  30	   3	 486	   1	   2	  19	  19	  18	  30	  70	  50	 580	146822	147308	   0	  60	
  57	  58	  70	   1	 532	   2	   1	  19	  20	  18	  30	  70	  50	 368	148984	149516	   0	  70	
  58	  59	  50	   1	 484	   3	   1	  19	  20	  19	  30	  70	  50	 697	151528	152012	   0	  80	
  59	  60	  30	   4	 710	   1	   2	  20	  20	  19	  30	  70	  50	 684	154006	154716	   0	  80	
  60	  61	  50	   2	 506	   3	   1	  20	  20	  20	  30	  70	  50	 406	156417	156923	   0	  70	
  61	  62	  70	   1	 498	   2	   1	  20	  21	  20	  30	  70	  50	 493	158729	159227	   0	  80	
  62	  63	  50	   2	 568	   3	   1	  20	  21	  21	  30	  70	  50	 569	161107	161675	   0	  70	
  63	  64	  70	   2	 612	   2	   1	  20	  22	  21	  30	  70	  50	 339	163319	163931	   0	  60	
  64	  65	  50	   1	 426	   3	   1	  20	  22	  22	  30	  70	  50	 475	165713	166139	   0	  70	
  65	  66	  30	   4	 834	   1	   2	  21	  22	  22	  30	  70	  50	 611	168041	168875	   0	  70	
  66	  67	  70	   1	 476	   2	   1	  21	  23	  22	  30	  70	  50	 539	170719	171195	   0	  80	
  67	  68	  30	   3	 692	   1	   2	  22	  23	  22	  30	  70	  50	 555	173047	173739	   0	  80	
  68	  69	  50	   2	 405	   3	   1	  22	  23	  23	  30	  70	  50	 489	175525	175930	   0	  70	
  69	  70	  70	   1	 689	   2	   1	  22	  24	  23	  30	  70	  50	 520	177753	178442	   0	  80	
  70	  71	  50	   2	 529	   3	   1	  22	  24	  24	  30	  70	  50	 533	180281	180810	   0	  70	
  71	  72	  70	   1	 620	   2	   1	  22	  25	  24	  30	  70	  50	 401	182542	183162	   0	  80	
  72	  73	  50	   1	 423	   3	   1	  22	  25	  25	  30	  70	  50	 327	184787	185210	   0	  90	
  73	  74	  70	   2	 635	   2	   1	  22	  26	  25	  30	  70	  50	 699	187215	187850	   0	  80	
  74	  75	  50	   2	 384	   3	   1	  22	  26	  26	  30	  70	  50	 461	189610	189994	   0	  70	
  75	  76	  70	   1	 528	   2	   1	  22	  27	  26	  30	  70	  50	 429	191738	192266	   0	  80	
  76	  77	  50	   1	 376	   3	   1	  22	  27	  27	  30	  70	  50	 459	194033	194409	   0	  90	
  77	  78	  70	   1	 504	   2	   1	  22	  28	  27	  30	  70	  50	 436	196145	196649	   0	 100	
  78	  79	  50	   1	 330	   3	   1	  22	  28	  28	  30	  70	  50	 675	198623	198953	   0	 110	
  79	  80	  30	   4	 956	   1	   2	  23	  28	  28	  30	  70	  50	 412	200685	201641	   0	 110	
  80	  81	  70	   2	 413	   2	   1	  23	  29	  28	  30	  70	  50	 688	203628	204041	   0	 100	
  81	  82	  30	   2	 361	   1	   1	  24	  29	  28	  30	  70	  50	 468	205840	206201	   0	  90	
  82	  83	  50	   2	 466	   3	   1	  24	  29	  29	  30	  70	  50	 613	208135	208601	   0	  80	
  83	  84	  30	   4	 455	   1	   2	  25	  29	  29	  30	  70	  50	 631	210546	211001	   0	  80	
  84	  85	  70	   1	 572	   2	   1	  25	  30	  29	  30	  70	  50	 653	212957	213529	   0	  90	
  85	  86	  50	   1	 692	   3	   1	  25	  30	  30	  30	  70	  50	 428	215252	215944	   0	 100	
  86	  87	  70	   1	 650	   2	   1	  25	  31	  30	  30	  70	  50	 384	217630	218280	   0	 110	
NaN	  88	  30	NaN	NaN	   3	   3	  25	  31	   0	  30	  70	  30	 349	217630	NaN	   3	 110	
  87	  89	  30	   3	 927	   1	   2	  26	  31	   0	  30	  70	  30	 617	223849	224776	   0	 110	
  88	  90	  70	   2	 774	   2	   1	  26	  32	   0	  30	  70	  30	 528	226610	227384	   0	 100	
  89	  91	  30	   2	 558	   3	   1	  26	  32	   1	  30	  70	  30	 677	229354	229912	   0	  90	
  90	  92	  70	   1	 641	   2	   1	  26	  33	   1	  30	  70	  30	 602	231815	232456	   0	 100	
  91	  93	  30	   4	 657	   1	   2	  27	  33	   1	  30	  70	  30	 560	234326	234983	   0	 100	
  92	  94	  30	   1	 677	   3	   1	  27	  33	   2	  30	  70	  30	 488	236770	237447	   0	 110	
  93	  95	  30	   4	 702	   1	   2	  28	  33	   2	  30	  70	  30	 311	239049	239751	   0	 110	
  94	  96	  20	   2	 806	   2	   1	  28	   1	   2	  30	  20	  30	 300	241393	242199	   2	 100	
  95	  97	  30	   3	 774	   1	   2	  29	   1	   2	  30	  20	  30	 415	243921	244695	   0	 100	
  96	  98	  30	   2	 840	   3	   1	  29	   1	   3	  30	  20	  30	 397	246399	247239	   0	  90	
  97	  99	  30	   4	 920	   1	   2	  30	   1	   3	  30	  20	  30	 404	248943	249863	   0	  90	
  98	 100	  30	   4	 504	   3	   2	  30	   1	   4	  30	  20	  30	 318	251487	251991	   0	  90	
  99	 101	  20	   2	 886	   2	   1	  30	   2	   4	  30	  20	  30	 343	253633	254519	   0	  80	
 100	 102	  30	   4	 646	   1	   2	  31	   2	   4	  30	  20	  30	 323	256144	256790	   0	  80	
 101	 103	  20	   1	1027	   2	   1	  31	   3	   4	  30	  20	  30	 642	258755	259782	   0	  90	
 102	 104	  30	   4	 723	   3	   2	  31	   3	   5	  30	  20	  30	 623	261715	262438	   0	  90	
 103	 105	  20	   2	 731	   2	   1	  31	   4	   5	  30	  20	  30	 316	264059	264790	   0	  80	
 104	 106	  30	   1	 625	   3	   1	  31	   4	   6	  30	  20	  30	 330	266437	267062	   0	  90	
 105	 107	  20	   2	 644	   2	   1	  31	   5	   6	  30	  20	  30	 518	268882	269526	   0	  80	
 106	 108	  30	   2	 472	   3	   1	  31	   5	   7	  30	  20	  30	 492	271326	271798	   0	  70	
 107	 109	  20	   3	 578	   2	   2	  31	   6	   7	  30	  20	  30	 473	273571	274149	   0	  70	
 108	 110	  30	   3	 642	   1	   2	  32	   6	   7	  30	  20	  30	 643	276099	276741	   0	  70	
 109	 111	  30	   4	 561	   3	   2	  32	   6	   8	  30	  20	  30	 638	278676	279237	   0	  70	
 110	 112	  20	   2	 945	   2	   1	  32	   7	   8	  30	  20	  30	 649	281204	282149	   0	  60	
 111	 113	  30	   4	 661	   3	   2	  32	   7	   9	  30	  20	  30	 592	284064	284725	   0	  60	
 112	 114	  30	   4	 743	   1	   2	  33	   7	   9	  30	  20	  30	 482	286526	287269	   0	  60	
 113	 115	  30	   3	 557	   3	   2	  33	   7	  10	  30	  20	  30	 343	288904	289461	   0	  60	
 114	 116	  30	   4	 570	   1	   2	  34	   7	  10	  30	  20	  30	 360	291115	291685	   0	  60	
 115	 117	  30	   3	 602	   3	   2	  34	   7	  11	  30	  20	  30	 615	293610	294212	   0	  60	
 116	 118	  30	   4	 537	   1	   2	  35	   7	  11	  30	  20	  30	 650	296171	296708	   0	  60	
 117	 119	  30	   4	 471	   3	   2	  35	   7	  12	  30	  20	  30	 340	298349	298820	   0	  60	
 118	 120	  20	   4	 506	   2	   2	  35	   8	  12	  30	  20	  30	 684	300810	301316	   0	  60	
 119	 121	  80	   3	 973	   1	   2	   1	   8	  12	  80	  20	  30	 619	303255	304228	   1	  60	
 120	 122	  30	   4	 704	   3	   2	   1	   8	  13	  80	  20	  30	 604	306132	306836	   0	  60	
 121	 123	  80	   1	 871	   1	   1	   2	   8	  13	  80	  20	  30	 344	308493	309364	   0	  70	
 122	 124	  30	   4	 704	   3	   2	   2	   8	  14	  80	  20	  30	 551	311220	311924	   0	  70	
 123	 125	  80	   2	 603	   1	   1	   3	   8	  14	  80	  20	  30	 616	313848	314451	   0	  60	
 124	 126	  30	   3	1075	   3	   2	   3	   8	  15	  80	  20	  30	 436	316192	317267	   0	  60	
 125	 127	  80	   1	 965	   1	   1	   4	   8	  15	  80	  20	  30	 513	319086	320051	   0	  70	
 126	 128	  30	   4	 751	   3	   2	   4	   8	  16	  80	  20	  30	 416	321780	322531	   0	  70	
 127	 129	  20	   4	 714	   2	   2	   4	   9	  16	  80	  20	  30	 615	324457	325171	   0	  70	
 128	 130	  80	   1	 591	   1	   1	   5	   9	  16	  80	  20	  30	 372	326852	327443	   0	  80	
 129	 131	  30	   4	 618	   3	   2	   5	   9	  17	  80	  20	  30	 350	329097	329715	   0	  80	
 130	 132	  80	   2	 764	   1	   1	   6	   9	  17	  80	  20	  30	 563	331591	332355	   0	  70	
 131	 133	  30	   4	 645	   3	   2	   6	   9	  18	  80	  20	  30	 611	334285	334930	   0	  70	
 132	 134	  80	   1	 530	   1	   1	   7	   9	  18	  80	  20	  30	 664	336912	337442	   0	  80	
 133	 135	  20	   4	 843	   2	   2	   7	  10	  18	  80	  20	  30	 429	339191	340034	   0	  80	
 134	 136	  80	   1	 680	   1	   1	   8	  10	  18	  80	  20	  30	 461	341802	342482	   0	  90	
 135	 137	  20	   3	 575	   2	   2	   8	  11	  18	  80	  20	  30	 378	344163	344738	   0	  90	
 136	 138	  80	   1	 600	   1	   1	   9	  11	  18	  80	  20	  30	 431	346474	347074	   0	 100	
 137	 139	  20	   4	 586	   2	   2	   9	  12	  18	  80	  20	  30	 562	348952	349538	   0	 100	
 138	 140	  30	   3	 743	   3	   2	   9	  12	  19	  80	  20	  30	 300	351147	351890	   0	 100	
 139	 141	  80	   1	 692	   1	   1	  10	  12	  19	  80	  20	  30	 559	353741	354433	   0	 110	
 140	 142	  30	   4	 552	   3	   2	  10	  12	  20	  80	  20	  30	 428	356153	356705	   0	 110	
 141	 143	  20	   4	 636	   2	   2	  10	  13	  20	  80	  20	  30	 560	358581	359217	   0	 110	
 142	 144	  80	   2	 487	   1	   1	  11	  13	  20	  80	  20	  30	 309	360826	361313	   0	 100	
 143	 145	  30	   3	 632	   3	   2	  11	  13	  21	  80	  20	  30	 302	362921	363553	   0	 100	
 144	 146	  20	   4	 400	   2	   2	  11	  14	  21	  80	  20	  30	 391	365249	365649	   0	 100	
 145	 147	  30	   4	 727	   3	   2	  11	  14	  22	  80	  20	  30	 650	367610	368337	   0	 100	
 146	 148	  20	   4	 472	   2	   2	  11	  15	  22	  80	  20	  30	 482	370121	370593	   0	 100	
 147	 149	  80	   1	 437	   1	   1	  12	  15	  22	  80	  20	  30	 366	372267	372704	   0	 110	
 148	 150	  20	   4	 676	   2	   2	  12	  16	  22	  80	  20	  30	 404	374412	375088	   0	 110	
 149	 151	  80	   1	 786	   1	   1	  13	  16	  22	  80	  20	  30	 621	377006	377792	   0	 120	
 150	 152	  20	   4	 677	   2	   2	  13	  17	  22	  80	  20	  30	 371	379467	380144	   0	 120	
 151	 153	  30	   4	 551	   3	   2	  13	  17	  23	  80	  20	  30	 464	381945	382496	   0	 120	
 152	 154	  20	   3	 544	   2	   2	  13	  18	  23	  80	  20	  30	 434	384240	384784	   0	 120	
 153	 155	  80	   1	 626	   1	   1	  14	  18	  23	  80	  20	  30	 628	386734	387360	   0	 130	
 154	 156	  30	   4	 461	   3	   2	  14	  18	  24	  80	  20	  30	 325	388979	389440	   0	 130	
 155	 157	  80	   3	 446	   1	   2	  15	  18	  24	  80	  20	  30	 342	391074	391520	   0	 130	
 156	 158	  20	   4	 705	   2	   2	  15	  19	  24	  80	  20	  30	 650	393486	394191	   0	 130	
 157	 159	  30	   4	 573	   3	   2	  15	  19	  25	  80	  20	  30	 630	396130	396703	   0	 130	
 158	 160	  80	   1	 405	   1	   1	  16	  19	  25	  80	  20	  30	 447	398458	398863	   0	 140	
 159	 161	  20	   4	 510	   2	   2	  16	  20	  25	  80	  20	  30	 588	400753	401263	   0	 140	
 160	 162	  30	   4	 355	   3	   2	  16	  20	  26	  80	  20	  30	 627	403180	403535	   0	 140	
 161	 163	  80	   1	 374	   1	   1	  17	  20	  26	  80	  20	  30	 331	405193	405567	   0	 150	
 162	 164	  30	   3	 583	   3	   2	  17	  20	  27	  80	  20	  30	 425	407288	407871	   0	 150	
 163	 165	  20	   4	 518	   2	   2	  17	  21	  27	  80	  20	  30	 663	409849	410367	   0	 150	
 164	 166	  30	   4	 523	   3	   2	  17	  21	  28	  80	  20	  30	 565	412243	412766	   0	 150	
 165	 167	  80	   2	 559	   1	   1	  18	  21	  28	  80	  20	  30	 607	414671	415230	   0	 140	
 166	 168	  30	   4	 442	   3	   2	  18	  21	  29	  80	  20	  30	 374	416900	417342	   0	 140	
 167	 169	  20	   4	 469	   2	   2	  18	  22	  29	  80	  20	  30	 511	419145	419614	   0	 140	
 168	 170	  30	   3	 542	   3	   2	  18	  22	  30	  80	  20	  30	 526	421440	421982	   0	 140	
 169	 171	  80	   1	 519	   1	   1	  19	  22	  30	  80	  20	  30	 475	423751	424270	   0	 150	
 170	 172	  30	   4	 683	   3	   2	  19	  22	  31	  80	  20	  30	 600	426179	426862	   0	 150	
 171	 173	  20	   3	 655	   2	   2	  19	  23	  31	  80	  20	  30	 419	428607	429262	   0	 150	
 172	 174	  80	   1	 405	   1	   1	  20	  23	  31	  80	  20	  30	 398	430968	431373	   0	 160	
 173	 175	  30	   4	 527	   3	   2	  20	  23	  32	  80	  20	  30	 572	433246	433773	   0	 160	
 174	 176	  80	   1	 671	   1	   1	  21	  23	  32	  80	  20	  30	 698	435774	436445	   0	 170	
 175	 177	  30	   4	 504	   3	   2	  21	  23	  33	  80	  20	  30	 337	438085	438589	   0	 170	
 176	 178	  80	   1	 857	   1	   1	  22	  23	  33	  80	  20	  30	 693	440580	441437	   0	 180	
 177	 179	  30	   3	 824	   3	   2	  22	  23	  34	  80	  20	  30	 414	443157	443981	   0	 180	
 178	 180	  20	   4	 517	   2	   2	  22	  24	  34	  80	  20	  30	 478	445752	446269	   0	 180	
 179	 181	  30	   4	 521	   3	   2	  22	  24	  35	  80	  20	  30	 606	448180	448701	   0	 180	
 180	 182	  20	   3	 439	   2	   2	  22	  25	  35	  80	  20	  30	 355	450358	450797	   0	 180	
 181	 183	  80	   2	 455	   1	   1	  23	  25	  35	  80	  20	  30	 320	452437	452892	   0	 170	
 182	 184	  70	   3	1181	   3	   2	  23	  25	   1	  80	  20	  70	 580	454815	455996	   3	 170	
 183	 185	  20	   4	 731	   2	   2	  23	  26	   1	  80	  20	  70	 527	457825	458556	   0	 170	
 184	 186	  70	   4	 801	   3	   2	  23	  26	   2	  80	  20	  70	 349	460219	461020	   0	 170	
 185	 187	  20	   4	 572	   2	   2	  23	  27	   2	  80	  20	  70	 572	462896	463468	   0	 170	
 186	 188	  70	   3	 524	   3	   2	  23	  27	   3	  80	  20	  70	 642	465408	465932	   0	 170	
 187	 189	  20	   4	 606	   2	   2	  23	  28	   3	  80	  20	  70	 669	467902	468508	   0	 170	
 188	 190	  80	   1	 915	   1	   1	  24	  28	   3	  80	  20	  70	 475	470280	471195	   0	 180	
 189	 191	  70	   4	 605	   3	   2	  24	  28	   4	  80	  20	  70	 463	472974	473579	   0	 180	
 190	 192	  80	   2	 664	   1	   1	  25	  28	   4	  80	  20	  70	 330	475219	475883	   0	 170	
 191	 193	  20	   4	 692	   2	   2	  25	  29	   4	  80	  20	  70	 654	477863	478555	   0	 170	
