Version: 1	Number of symbols: 3	Pictures exchange: true	Response Deadline: 2000
Trial_No	Virt_Trial_No	Prob_Shown	Feedback	RT	Stimulus_No	Resp	SymbolA_Stage	SymbolB_Stage	SymbolC_Stage	Prob_A	Prob_B	Prob_C	Jitter	StimOnset	RespOnset	Symbol_Changes	Bonus_sum
   1	   1	  30	   4	 792	   1	   2	   1	   0	   0	  30	  70	  50	 661	-200	 592	   0	   0	
   2	   2	  50	   4	1225	   3	   2	   1	   0	   1	  30	  70	  50	 605	2479	3704	   0	   0	
   3	   3	  30	   4	 867	   1	   2	   2	   0	   1	  30	  70	  50	 389	5373	6240	   0	   0	
   4	   4	  50	   3	 502	   3	   2	   2	   0	   2	  30	  70	  50	 382	7906	8408	   0	   0	
   5	   5	  70	   3	1388	   2	   2	   2	   1	   2	  30	  70	  50	 601	10292	11680	   0	   0	
   6	   6	  30	   4	 646	   1	   2	   3	   1	   2	  30	  70	  50	 464	13426	14072	   0	   0	
   7	   7	  50	   4	 769	   3	   2	   3	   1	   3	  30	  70	  50	 367	15719	16488	   0	   0	
   8	   8	  70	   1	1156	   2	   1	   3	   2	   3	  30	  70	  50	 530	18292	19448	   0	  10	
   9	   9	  50	   4	1351	   3	   2	   3	   2	   4	  30	  70	  50	 695	21425	22776	   0	  10	
  10	  10	  30	   3	1116	   1	   2	   4	   2	   4	  30	  70	  50	 437	24492	25608	   0	  10	
  11	  11	  50	   3	 945	   3	   2	   4	   2	   5	  30	  70	  50	 618	27519	28464	   0	  10	
  12	  12	  70	   1	 916	   2	   1	   4	   3	   5	  30	  70	  50	 468	30212	31128	   0	  20	
  13	  13	  50	   4	1250	   3	   2	   4	   3	   6	  30	  70	  50	 628	33038	34288	   0	  20	
  14	  14	  70	   2	 762	   2	   1	   4	   4	   6	  30	  70	  50	 428	35998	36760	   0	  10	
  15	  15	  50	   3	1332	   3	   2	   4	   4	   7	  30	  70	  50	 569	38612	39944	   0	  10	
  16	  16	  30	   3	1164	   1	   2	   5	   4	   7	  30	  70	  50	 632	41852	43016	   0	  10	
  17	  17	  70	   2	1023	   2	   1	   5	   5	   7	  30	  70	  50	 320	44625	45648	   0	   0	
  18	  18	  50	   3	1277	   3	   2	   5	   5	   8	  30	  70	  50	 411	47331	48608	   0	   0	
  19	  19	  70	   1	 970	   2	   1	   5	   6	   8	  30	  70	  50	 511	50398	51368	   0	  10	
  20	  20	  30	   4	1084	   1	   2	   6	   6	   8	  30	  70	  50	 603	53251	54335	   0	  10	
  21	  21	  50	   2	1415	   3	   1	   6	   6	   9	  30	  70	  50	 429	56064	57479	   0	   0	
  22	  22	  30	   4	1297	   1	   2	   7	   6	   9	  30	  70	  50	 592	59358	60655	   0	   0	
  23	  23	  50	   3	 801	   3	   2	   7	   6	  10	  30	  70	  50	 459	62398	63199	   0	   0	
  24	  24	  30	   4	 948	   1	   2	   8	   6	  10	  30	  70	  50	 641	65131	66079	   0	   0	
  25	  25	  70	   1	 884	   2	   1	   8	   7	  10	  30	  70	  50	 408	67771	68655	   0	  10	
  26	  26	  50	   3	 935	   3	   2	   8	   7	  11	  30	  70	  50	 645	70584	71519	   0	  10	
  27	  27	  30	   4	 988	   1	   2	   9	   7	  11	  30	  70	  50	 645	73451	74439	   0	  10	
  28	  28	  50	   4	 886	   3	   2	   9	   7	  12	  30	  70	  50	 332	76049	76935	   0	  10	
  29	  29	  70	   1	 853	   2	   1	   9	   8	  12	  30	  70	  50	 357	78570	79423	   0	  20	
  30	  30	  50	   3	 655	   3	   2	   9	   8	  13	  30	  70	  50	 507	81224	81879	   0	  20	
  31	  31	  70	   1	 727	   2	   1	   9	   9	  13	  30	  70	  50	 448	83624	84351	   0	  30	
  32	  32	  50	   3	 514	   3	   2	   9	   9	  14	  30	  70	  50	 447	86077	86591	   0	  30	
  33	  33	  30	   3	 509	   1	   2	  10	   9	  14	  30	  70	  50	 620	88490	88999	   0	  30	
  34	  34	  70	   2	 421	   2	   1	  10	  10	  14	  30	  70	  50	 652	90930	91351	   0	  20	
  35	  35	  30	   4	 405	   1	   2	  11	  10	  14	  30	  70	  50	 339	92970	93375	   0	  20	
  36	  36	  70	   3	 338	   2	   2	  11	  11	  14	  30	  70	  50	 376	95037	95375	   0	  20	
  37	  37	  50	   4	 320	   3	   2	  11	  11	  15	  30	  70	  50	 601	97263	97583	   0	  20	
  38	  38	  30	   3	 504	   1	   2	  12	  11	  15	  30	  70	  50	 633	99503	100007	   0	  20	
  39	  39	  70	   2	 413	   2	   1	  12	  12	  15	  30	  70	  50	 607	101890	102303	   0	  10	
