Version: 1	Number of symbols: 3	Pictures exchange: true	Response Deadline: 2000
Trial_No	Virt_Trial_No	Prob_Shown	Feedback	RT	Stimulus_No	Resp	SymbolA_Stage	SymbolB_Stage	SymbolC_Stage	Prob_A	Prob_B	Prob_C	Jitter	StimOnset	RespOnset	Symbol_Changes	Bonus_sum
   1	   1	  30	   2	1959	   1	   1	   1	   0	   0	  30	  70	  50	 310	1498	3457	   0	 -10	
   2	   2	  50	   2	 739	   3	   1	   1	   0	   1	  30	  70	  50	 646	5390	6129	   0	 -20	
   3	   3	  30	   4	 437	   1	   2	   2	   0	   1	  30	  70	  50	 439	7868	8305	   0	 -20	
   4	   4	  50	   3	 365	   3	   2	   2	   0	   2	  30	  70	  50	 587	10196	10561	   0	 -20	
   5	   5	  70	   1	 729	   2	   1	   2	   1	   2	  30	  70	  50	 543	12408	13137	   0	 -10	
   6	   6	  30	   4	 607	   1	   2	   3	   1	   2	  30	  70	  50	 370	14802	15409	   0	 -10	
   7	   7	  50	   4	 419	   3	   2	   3	   1	   3	  30	  70	  50	 522	17230	17649	   0	 -10	
   8	   8	  70	   1	 331	   2	   1	   3	   2	   3	  30	  70	  50	 567	19525	19856	   0	   0	
   9	   9	  50	   4	 837	   3	   2	   3	   2	   4	  30	  70	  50	 644	21803	22640	   0	   0	
  10	  10	  30	   3	1023	   1	   2	   4	   2	   4	  30	  70	  50	 542	24481	25504	   0	   0	
  11	  11	  50	   3	 659	   3	   2	   4	   2	   5	  30	  70	  50	 506	27325	27984	   0	   0	
  12	  12	  70	   1	 527	   2	   1	   4	   3	   5	  30	  70	  50	 695	29969	30496	   0	  10	
  13	  13	  50	   2	 516	   3	   1	   4	   3	   6	  30	  70	  50	 589	32380	32896	   0	   0	
  14	  14	  70	   2	 359	   2	   1	   4	   4	   6	  30	  70	  50	 623	34825	35184	   0	 -10	
  15	  15	  50	   1	 875	   3	   1	   4	   4	   7	  30	  70	  50	 375	36853	37728	   0	   0	
  16	  16	  30	   3	 455	   1	   2	   5	   4	   7	  30	  70	  50	 463	39481	39936	   0	   0	
  17	  17	  70	   2	 651	   2	   1	   5	   5	   7	  30	  70	  50	 675	41909	42560	   0	 -10	
  18	  18	  50	   3	1197	   3	   2	   5	   5	   8	  30	  70	  50	 516	44387	45584	   0	 -10	
  19	  19	  70	   3	 343	   2	   2	   5	   6	   8	  30	  70	  50	 616	47513	47856	   0	 -10	
  20	  20	  30	   4	 518	   1	   2	   6	   6	   8	  30	  70	  50	 488	49642	50160	   0	 -10	
  21	  21	  50	   2	 524	   3	   1	   6	   6	   9	  30	  70	  50	 545	52020	52544	   0	 -20	
  22	  22	  30	   2	 391	   1	   1	   7	   6	   9	  30	  70	  50	 430	54265	54656	   0	 -30	
  23	  23	  50	   1	 627	   3	   1	   7	   6	  10	  30	  70	  50	 539	56493	57120	   0	 -20	
  24	  24	  30	   4	 436	   1	   2	   8	   6	  10	  30	  70	  50	 590	59004	59440	   0	 -20	
  25	  25	  70	   1	 448	   2	   1	   8	   7	  10	  30	  70	  50	 480	61216	61664	   0	 -10	
  26	  26	  50	   1	 550	   3	   1	   8	   7	  11	  30	  70	  50	 599	63561	64111	   0	   0	
  27	  27	  30	   4	 528	   1	   2	   9	   7	  11	  30	  70	  50	 400	65823	66351	   0	   0	
  28	  28	  50	   4	 430	   3	   2	   9	   7	  12	  30	  70	  50	 354	68001	68431	   0	   0	
  29	  29	  70	   1	 576	   2	   1	   9	   8	  12	  30	  70	  50	 315	70047	70623	   0	  10	
  30	  30	  50	   3	 514	   3	   2	   9	   8	  13	  30	  70	  50	 616	72541	73055	   0	  10	
  31	  31	  70	   1	 583	   2	   1	   9	   9	  13	  30	  70	  50	 550	74936	75519	   0	  20	
  32	  32	  50	   1	 426	   3	   1	   9	   9	  14	  30	  70	  50	 579	77397	77823	   0	  30	
  33	  33	  30	   3	 561	   1	   2	  10	   9	  14	  30	  70	  50	 621	79742	80303	   0	  30	
  34	  34	  70	   2	 691	   2	   1	  10	  10	  14	  30	  70	  50	 620	82220	82911	   0	  20	
  35	  35	  30	   4	 810	   1	   2	  11	  10	  14	  30	  70	  50	 371	84581	85391	   0	  20	
  36	  36	  70	   1	 561	   2	   1	  11	  11	  14	  30	  70	  50	 650	87342	87903	   0	  30	
  37	  37	  50	   2	 637	   3	   1	  11	  11	  15	  30	  70	  50	 377	89570	90207	   0	  20	
  38	  38	  30	   3	 495	   1	   2	  12	  11	  15	  30	  70	  50	 564	92064	92559	   0	  20	
  39	  39	  70	   2	 484	   2	   1	  12	  12	  15	  30	  70	  50	 605	94459	94943	   0	  10	
  40	  40	  30	   4	 495	   1	   2	  13	  12	  15	  30	  70	  50	 463	96704	97199	   0	  10	
  41	  41	  50	   1	 280	   3	   1	  13	  12	  16	  30	  70	  50	 488	98999	99279	   0	  20	
  42	  42	  70	   1	 448	   2	   1	  13	  13	  16	  30	  70	  50	 319	100895	101343	   0	  30	
  43	  43	  30	   4	 396	   1	   2	  14	  13	  16	  30	  70	  50	 452	103107	103503	   0	  30	
  44	  44	  70	   1	 520	   2	   1	  14	  14	  16	  30	  70	  50	 546	105335	105855	   0	  40	
  45	  45	  50	   4	 452	   3	   2	  14	  14	  17	  30	  70	  50	 392	107547	107999	   0	  40	
  46	  46	  30	   4	 371	   1	   2	  15	  14	  17	  30	  70	  50	 352	109659	110030	   0	  40	
  47	  47	  70	   1	 516	   2	   1	  15	  15	  17	  30	  70	  50	 402	111738	112254	   0	  50	
  48	  48	  30	   3	 465	   1	   2	  16	  15	  17	  30	  70	  50	 370	113933	114398	   0	  50	
  49	  49	  70	   2	 608	   2	   1	  16	  16	  17	  30	  70	  50	 365	116078	116686	   0	  40	
  50	  50	  30	   2	 584	   1	   1	  17	  16	  17	  30	  70	  50	 427	118406	118990	   0	  30	
  51	  51	  70	   1	 530	   2	   1	  17	  17	  17	  30	  70	  50	 374	120684	121214	   0	  40	
  52	  52	  30	   4	 499	   1	   2	  18	  17	  17	  30	  70	  50	 679	123179	123678	   0	  40	
  53	  53	  70	   1	 806	   2	   1	  18	  18	  17	  30	  70	  50	 662	125640	126446	   0	  50	
  54	  54	  30	   3	 555	   1	   2	  19	  18	  17	  30	  70	  50	 301	128051	128606	   0	  50	
  55	  55	  70	   2	 550	   2	   1	  19	  19	  17	  30	  70	  50	 382	130296	130846	   0	  40	
  56	  56	  50	   2	 751	   3	   1	  19	  19	  18	  30	  70	  50	 440	132591	133342	   0	  30	
  57	  57	  30	   4	 460	   1	   2	  20	  19	  18	  30	  70	  50	 544	135186	135646	   0	  30	
  58	  58	  70	   1	 514	   2	   1	  20	  20	  18	  30	  70	  50	 631	137580	138094	   0	  40	
  59	  59	  50	   1	 417	   3	   1	  20	  20	  19	  30	  70	  50	 327	139709	140126	   0	  50	
  60	  60	  30	   4	 411	   1	   2	  21	  20	  19	  30	  70	  50	 553	141987	142398	   0	  50	
  61	  61	  50	   2	 655	   3	   1	  21	  20	  20	  30	  70	  50	 683	144399	145054	   0	  40	
  62	  62	  70	   3	 488	   2	   2	  21	  21	  20	  30	  70	  50	 349	146710	147198	   0	  40	
  63	  63	  50	   2	 706	   3	   1	  21	  21	  21	  30	  70	  50	 465	148972	149678	   0	  30	
  64	  64	  70	   2	 308	   2	   1	  21	  22	  21	  30	  70	  50	 491	151466	151774	   0	  20	
  65	  65	  50	   1	 498	   3	   1	  21	  22	  22	  30	  70	  50	 552	153628	154126	   0	  30	
  66	  66	  30	   3	 510	   1	   2	  22	  22	  22	  30	  70	  50	 385	155807	156317	   0	  30	
  67	  67	  70	   1	 338	   2	   1	  22	  23	  22	  30	  70	  50	 637	158251	158589	   0	  40	
  68	  68	  30	   4	 608	   1	   2	  23	  23	  22	  30	  70	  50	 523	160413	161021	   0	  40	
  69	  69	  50	   2	 587	   3	   1	  23	  23	  23	  30	  70	  50	 337	162658	163245	   0	  30	
  70	  70	  70	   1	 592	   2	   1	  23	  24	  23	  30	  70	  50	 522	165069	165661	   0	  40	
  71	  71	  50	   4	 463	   3	   2	  23	  24	  24	  30	  70	  50	 656	167630	168093	   0	  40	
  72	  72	  70	   1	 550	   2	   1	  23	  25	  24	  30	  70	  50	 594	169975	170525	   0	  50	
  73	  73	  50	   3	 462	   3	   2	  23	  25	  25	  30	  70	  50	 454	172287	172749	   0	  50	
  74	  74	  70	   2	 370	   2	   1	  23	  26	  25	  30	  70	  50	 667	174715	175085	   0	  40	
